idRelatorio,dataHora,latitude,longitude,tipoFonte,tipoObservacao,nivelGravidade,qtdAtingidos,danoInfraestrutura,acessibilidade,notasAdicionais,classificacaoRisco
164,2025-06-04 09:57:27,-17.275812,-44.746057,App Usuário,Estrutura Danificada,Média,9,Nenhum,Bloqueado,Ponte apresenta rachaduras na base.,Suporte Necessário
165,2025-06-01 18:14:26,-10.598997,-51.354287,Equipe de Campo,Alagamento,Baixa,56,Severo,Bloqueado,Água acumulada impede o tráfego de veículos.,Atenção Urgente
166,2025-05-30 11:56:35,-6.770785,-58.757604,Equipe de Campo,Estrutura Danificada,Crítica,124,Leve,Difícil,Ponte apresenta rachaduras na base.,Atenção Urgente
167,2025-05-13 15:59:02,-4.750898,-58.372088,App Usuário,Incêndio,Crítica,190,Nenhum,Fácil,Moradores evacuados devido à fumaça intensa.,Atenção Urgente
168,2025-05-08 04:13:55,-8.169796,-67.812352,Drone,Incêndio,Média,190,Nenhum,Bloqueado,Incêndio em vegetação próximo a área urbana.,Atenção Urgente
169,2025-05-28 07:56:48,-15.072885,-48.880177,Equipe de Campo,Alagamento,Alta,190,Leve,Difícil,Moradores relatam alagamento em vias principais.,Atenção Urgente
170,2025-05-17 05:59:28,0.122991,-60.066931,App Usuário,Deslizamento,Baixa,86,Leve,Fácil,Área interditada após deslizamento de terra.,Monitorar
171,2025-06-03 06:27:25,-17.487666,-54.161211,Drone,Estrutura Danificada,Alta,79,Severo,Difícil,Queda de poste afeta fornecimento elétrico.,Atenção Urgente
172,2025-05-24 09:38:08,-0.01574,-60.106355,Drone,Estrutura Danificada,Crítica,152,Severo,Bloqueado,Prédio com estrutura comprometida após tremor.,Risco Imediato
173,2025-05-26 23:11:36,-10.124653,-47.170404,App Usuário,Incêndio,Alta,48,Severo,Difícil,"Fogo controlado por brigada local, mas danos registrados.",Atenção Urgente
174,2025-06-02 05:32:29,-9.431874,-63.66993,Drone,Incêndio,Alta,76,Moderado,Fácil,Moradores evacuados devido à fumaça intensa.,Suporte Necessário
175,2025-05-15 23:05:40,-12.884228,-47.522021,App Usuário,Estrutura Danificada,Baixa,148,Severo,Difícil,Prédio com estrutura comprometida após tremor.,Atenção Urgente
176,2025-05-20 07:42:46,1.093134,-63.329483,Drone,Incêndio,Alta,171,Moderado,Fácil,Incêndio em vegetação próximo a área urbana.,Atenção Urgente
177,2025-05-20 04:10:12,-15.415112,-60.246972,App Usuário,Alagamento,Crítica,134,Nenhum,Fácil,Água acumulada impede o tráfego de veículos.,Atenção Urgente
178,2025-05-19 08:52:08,-16.384994,-42.820236,Equipe de Campo,Pessoas Isoladas,Média,181,Leve,Bloqueado,Comunidade sem acesso após queda de ponte.,Atenção Urgente
179,2025-05-12 19:59:43,-27.541111,-53.033241,Drone,Incêndio,Alta,71,Nenhum,Fácil,Incêndio em vegetação próximo a área urbana.,Suporte Necessário
180,2025-05-31 21:35:46,-5.983203,-63.16558,Equipe de Campo,Estrutura Danificada,Média,43,Severo,Fácil,Queda de poste afeta fornecimento elétrico.,Suporte Necessário
181,2025-05-28 15:21:00,-3.404352,-48.769573,App Usuário,Pessoas Isoladas,Baixa,53,Severo,Bloqueado,Barreiras naturais impedem saída de moradores.,Atenção Urgente
182,2025-06-03 12:27:03,-9.764616,-43.951889,Drone,Incêndio,Média,188,Nenhum,Difícil,Incêndio em vegetação próximo a área urbana.,Suporte Necessário
183,2025-05-10 14:04:38,4.105521,-59.859853,Drone,Deslizamento,Baixa,93,Severo,Fácil,"Encosta cedeu parcialmente, risco de novos deslizamentos.",Suporte Necessário
184,2025-06-02 21:57:44,-6.738035,-43.638346,Drone,Deslizamento,Alta,69,Nenhum,Difícil,"Encosta cedeu parcialmente, risco de novos deslizamentos.",Suporte Necessário
185,2025-05-11 00:02:11,-19.81188,-48.33996,App Usuário,Deslizamento,Média,194,Leve,Fácil,Área interditada após deslizamento de terra.,Suporte Necessário
186,2025-05-27 03:49:18,-2.397387,-56.487999,Drone,Alagamento,Alta,131,Leve,Bloqueado,Região com nível de água acima da calçada.,Atenção Urgente
187,2025-05-23 17:38:32,-0.504743,-68.317953,Equipe de Campo,Estrutura Danificada,Baixa,187,Moderado,Bloqueado,Prédio com estrutura comprometida após tremor.,Atenção Urgente
188,2025-06-06 10:16:09,-19.531731,-41.572195,Equipe de Campo,Estrutura Danificada,Baixa,105,Nenhum,Bloqueado,Prédio com estrutura comprometida após tremor.,Suporte Necessário
189,2025-05-13 11:36:20,-11.539424,-53.471088,Drone,Incêndio,Baixa,82,Moderado,Bloqueado,Incêndio em vegetação próximo a área urbana.,Suporte Necessário
190,2025-05-20 16:56:19,0.462615,-57.757835,Drone,Pessoas Isoladas,Baixa,45,Moderado,Fácil,Famílias ilhadas aguardam resgate.,Monitorar
191,2025-06-05 15:16:06,-23.596068,-46.279247,Drone,Incêndio,Baixa,76,Nenhum,Difícil,"Fogo controlado por brigada local, mas danos registrados.",Monitorar
192,2025-05-24 12:07:40,-7.440032,-63.051838,Equipe de Campo,Incêndio,Média,108,Moderado,Bloqueado,"Fogo controlado por brigada local, mas danos registrados.",Atenção Urgente
193,2025-05-10 20:15:58,-6.807568,-72.439077,App Usuário,Estrutura Danificada,Média,197,Nenhum,Fácil,Queda de poste afeta fornecimento elétrico.,Suporte Necessário
194,2025-05-31 07:44:03,-11.889353,-63.999687,Drone,Alagamento,Média,95,Moderado,Fácil,Região com nível de água acima da calçada.,Suporte Necessário
195,2025-05-27 19:46:01,-1.70182,-44.872122,Drone,Alagamento,Crítica,73,Leve,Bloqueado,Água acumulada impede o tráfego de veículos.,Atenção Urgente
196,2025-05-13 22:42:35,-11.42557,-41.564948,Equipe de Campo,Incêndio,Crítica,159,Severo,Fácil,Incêndio em vegetação próximo a área urbana.,Risco Imediato
197,2025-05-14 10:48:39,0.247742,-66.434735,Drone,Pessoas Isoladas,Crítica,194,Moderado,Fácil,Famílias ilhadas aguardam resgate.,Atenção Urgente
198,2025-05-28 16:10:49,-10.546537,-61.980159,App Usuário,Alagamento,Alta,140,Nenhum,Difícil,Moradores relatam alagamento em vias principais.,Atenção Urgente
199,2025-05-11 01:02:28,-9.573364,-38.847167,Drone,Estrutura Danificada,Média,9,Leve,Fácil,Queda de poste afeta fornecimento elétrico.,Monitorar
200,2025-05-27 08:58:15,-2.124925,-63.306791,Drone,Pessoas Isoladas,Baixa,48,Moderado,Bloqueado,Comunidade sem acesso após queda de ponte.,Suporte Necessário
201,2025-05-10 04:38:23,-7.706693,-72.726925,Equipe de Campo,Incêndio,Crítica,85,Nenhum,Fácil,Incêndio em vegetação próximo a área urbana.,Suporte Necessário
202,2025-05-26 16:06:54,-5.132156,-61.29108,Equipe de Campo,Deslizamento,Média,102,Severo,Fácil,Deslizamento atingiu parte de uma residência.,Atenção Urgente
203,2025-05-29 05:56:20,-14.572625,-44.216697,Drone,Pessoas Isoladas,Alta,151,Leve,Difícil,Barreiras naturais impedem saída de moradores.,Atenção Urgente
204,2025-05-12 16:32:14,-22.010614,-45.49119,Drone,Incêndio,Crítica,34,Nenhum,Difícil,Incêndio em vegetação próximo a área urbana.,Suporte Necessário
205,2025-05-11 09:40:32,-5.940494,-45.795741,Equipe de Campo,Incêndio,Média,50,Moderado,Bloqueado,Incêndio em vegetação próximo a área urbana.,Suporte Necessário
206,2025-05-28 03:53:40,-4.768442,-48.94279,Equipe de Campo,Pessoas Isoladas,Baixa,102,Leve,Bloqueado,Famílias ilhadas aguardam resgate.,Suporte Necessário
207,2025-05-11 05:16:44,-8.197867,-63.403862,App Usuário,Pessoas Isoladas,Média,68,Leve,Fácil,Famílias ilhadas aguardam resgate.,Monitorar
208,2025-05-08 02:11:41,-27.583118,-51.517061,App Usuário,Estrutura Danificada,Alta,136,Leve,Difícil,Ponte apresenta rachaduras na base.,Atenção Urgente
209,2025-05-18 19:45:32,-18.143203,-47.822508,App Usuário,Estrutura Danificada,Baixa,10,Nenhum,Fácil,Queda de poste afeta fornecimento elétrico.,Monitorar
210,2025-05-29 06:05:36,-31.554682,-51.829636,App Usuário,Deslizamento,Baixa,170,Leve,Difícil,Área interditada após deslizamento de terra.,Suporte Necessário
211,2025-05-20 08:00:27,-8.561436,-55.797586,Equipe de Campo,Pessoas Isoladas,Crítica,24,Severo,Bloqueado,Comunidade sem acesso após queda de ponte.,Risco Imediato
212,2025-05-14 04:38:40,-12.405775,-50.001271,Drone,Deslizamento,Alta,94,Leve,Difícil,Deslizamento atingiu parte de uma residência.,Suporte Necessário
213,2025-05-22 22:31:28,-8.622904,-55.44081,App Usuário,Estrutura Danificada,Baixa,196,Leve,Fácil,Ponte apresenta rachaduras na base.,Monitorar
214,2025-05-14 18:54:30,-21.907687,-45.141625,Drone,Alagamento,Alta,18,Severo,Bloqueado,Região com nível de água acima da calçada.,Atenção Urgente
215,2025-05-10 00:13:50,-28.480524,-53.979638,Drone,Pessoas Isoladas,Média,132,Severo,Difícil,Famílias ilhadas aguardam resgate.,Atenção Urgente
216,2025-05-31 16:05:11,-11.692874,-53.239051,Equipe de Campo,Pessoas Isoladas,Média,164,Moderado,Difícil,Comunidade sem acesso após queda de ponte.,Atenção Urgente
217,2025-06-05 10:15:01,-5.37986,-50.622364,Drone,Estrutura Danificada,Alta,19,Leve,Bloqueado,Ponte apresenta rachaduras na base.,Suporte Necessário
218,2025-05-16 16:20:35,-5.637421,-67.315866,Drone,Incêndio,Alta,154,Leve,Bloqueado,Moradores evacuados devido à fumaça intensa.,Atenção Urgente
219,2025-05-26 14:34:47,-3.942218,-63.267475,App Usuário,Deslizamento,Alta,107,Leve,Fácil,"Encosta cedeu parcialmente, risco de novos deslizamentos.",Suporte Necessário
220,2025-06-04 21:49:57,-6.263474,-57.711368,Drone,Deslizamento,Baixa,25,Severo,Bloqueado,Deslizamento atingiu parte de uma residência.,Suporte Necessário
221,2025-05-11 09:53:58,-6.109586,-69.16354,Drone,Pessoas Isoladas,Baixa,171,Nenhum,Bloqueado,Famílias ilhadas aguardam resgate.,Suporte Necessário
222,2025-05-23 23:31:39,-7.727203,-61.646169,Equipe de Campo,Incêndio,Crítica,120,Moderado,Difícil,"Fogo controlado por brigada local, mas danos registrados.",Risco Imediato
223,2025-05-22 17:03:47,-12.56978,-51.021358,Drone,Pessoas Isoladas,Alta,13,Nenhum,Bloqueado,Comunidade sem acesso após queda de ponte.,Suporte Necessário
224,2025-05-23 18:20:03,-22.948206,-51.384687,App Usuário,Deslizamento,Média,89,Severo,Bloqueado,"Encosta cedeu parcialmente, risco de novos deslizamentos.",Atenção Urgente
225,2025-06-04 09:35:59,-16.670427,-57.134271,Drone,Alagamento,Baixa,49,Nenhum,Bloqueado,Região com nível de água acima da calçada.,Monitorar
226,2025-05-17 10:17:16,-10.637538,-43.200904,Equipe de Campo,Deslizamento,Baixa,105,Leve,Fácil,Deslizamento atingiu parte de uma residência.,Monitorar
227,2025-05-29 10:52:25,-5.363632,-55.001707,Equipe de Campo,Alagamento,Crítica,38,Leve,Bloqueado,Moradores relatam alagamento em vias principais.,Atenção Urgente
228,2025-05-17 06:59:41,-6.228865,-38.197497,Equipe de Campo,Alagamento,Média,61,Moderado,Fácil,Água acumulada impede o tráfego de veículos.,Suporte Necessário
229,2025-06-04 12:39:15,-14.706233,-55.548422,Drone,Deslizamento,Média,165,Leve,Fácil,Deslizamento atingiu parte de uma residência.,Suporte Necessário
230,2025-06-04 16:06:40,-8.722832,-36.538869,Drone,Alagamento,Baixa,70,Moderado,Difícil,Água acumulada impede o tráfego de veículos.,Suporte Necessário
231,2025-05-29 03:10:15,-11.854803,-52.077337,Equipe de Campo,Estrutura Danificada,Baixa,32,Nenhum,Bloqueado,Ponte apresenta rachaduras na base.,Monitorar
232,2025-05-18 00:55:55,-17.060585,-51.006852,Equipe de Campo,Alagamento,Média,51,Moderado,Fácil,Moradores relatam alagamento em vias principais.,Suporte Necessário
233,2025-05-07 22:43:57,-10.62069,-39.465901,Drone,Alagamento,Média,166,Nenhum,Fácil,Região com nível de água acima da calçada.,Suporte Necessário
234,2025-05-16 01:30:59,-11.54922,-63.490742,App Usuário,Incêndio,Alta,167,Leve,Difícil,"Fogo controlado por brigada local, mas danos registrados.",Atenção Urgente
235,2025-05-18 00:04:15,-11.643747,-47.659053,Drone,Alagamento,Alta,177,Severo,Bloqueado,Região com nível de água acima da calçada.,Risco Imediato
236,2025-06-06 14:27:06,-8.30185,-69.114476,App Usuário,Incêndio,Baixa,95,Severo,Fácil,Moradores evacuados devido à fumaça intensa.,Suporte Necessário
237,2025-05-11 22:30:53,-21.71158,-43.480392,App Usuário,Alagamento,Baixa,2,Severo,Difícil,Moradores relatam alagamento em vias principais.,Suporte Necessário
238,2025-06-05 21:52:36,-25.465941,-49.992962,Equipe de Campo,Incêndio,Média,176,Nenhum,Bloqueado,Incêndio em vegetação próximo a área urbana.,Atenção Urgente
239,2025-06-02 20:44:14,-6.838964,-46.080236,Equipe de Campo,Estrutura Danificada,Média,189,Severo,Bloqueado,Prédio com estrutura comprometida após tremor.,Risco Imediato
240,2025-06-05 06:54:16,-3.920687,-43.453545,App Usuário,Alagamento,Média,94,Nenhum,Bloqueado,Água acumulada impede o tráfego de veículos.,Suporte Necessário
241,2025-05-14 04:35:39,-11.675732,-48.824327,Equipe de Campo,Pessoas Isoladas,Média,189,Leve,Difícil,Famílias ilhadas aguardam resgate.,Suporte Necessário
242,2025-05-31 21:56:55,-2.696728,-54.32799,Equipe de Campo,Pessoas Isoladas,Crítica,81,Moderado,Bloqueado,Comunidade sem acesso após queda de ponte.,Risco Imediato
243,2025-05-15 22:47:44,-30.511897,-56.385277,App Usuário,Alagamento,Crítica,119,Severo,Difícil,Região com nível de água acima da calçada.,Risco Imediato
244,2025-05-16 06:33:37,-17.490092,-55.656625,Drone,Estrutura Danificada,Crítica,87,Moderado,Bloqueado,Ponte apresenta rachaduras na base.,Risco Imediato
245,2025-06-04 14:11:58,-9.659002,-43.657778,Drone,Pessoas Isoladas,Baixa,28,Severo,Difícil,Comunidade sem acesso após queda de ponte.,Suporte Necessário
246,2025-05-17 02:21:02,-17.511958,-44.405966,Drone,Pessoas Isoladas,Média,50,Leve,Bloqueado,Barreiras naturais impedem saída de moradores.,Suporte Necessário
247,2025-06-03 20:30:17,-9.841464,-63.520739,Equipe de Campo,Alagamento,Baixa,160,Nenhum,Fácil,Moradores relatam alagamento em vias principais.,Monitorar
248,2025-05-14 03:41:05,-10.770667,-63.041694,Drone,Deslizamento,Alta,109,Nenhum,Difícil,"Encosta cedeu parcialmente, risco de novos deslizamentos.",Atenção Urgente
249,2025-05-12 19:27:49,0.270171,-69.775197,App Usuário,Pessoas Isoladas,Média,7,Moderado,Difícil,Famílias ilhadas aguardam resgate.,Suporte Necessário
250,2025-05-15 06:15:54,0.818024,-51.867144,Drone,Pessoas Isoladas,Crítica,142,Severo,Fácil,Famílias ilhadas aguardam resgate.,Risco Imediato
251,2025-05-22 16:05:25,-12.591601,-42.324247,Drone,Alagamento,Média,52,Leve,Difícil,Água acumulada impede o tráfego de veículos.,Suporte Necessário
252,2025-05-16 15:56:15,-14.460659,-54.258297,Equipe de Campo,Estrutura Danificada,Crítica,162,Moderado,Bloqueado,Ponte apresenta rachaduras na base.,Risco Imediato
253,2025-06-01 03:42:05,-28.064401,-51.393665,App Usuário,Estrutura Danificada,Alta,79,Leve,Bloqueado,Queda de poste afeta fornecimento elétrico.,Atenção Urgente
254,2025-05-08 14:46:57,-3.578946,-61.067302,App Usuário,Pessoas Isoladas,Média,27,Leve,Fácil,Barreiras naturais impedem saída de moradores.,Monitorar
255,2025-05-13 02:37:00,-4.664689,-52.595148,Equipe de Campo,Incêndio,Média,152,Moderado,Difícil,"Fogo controlado por brigada local, mas danos registrados.",Atenção Urgente
256,2025-05-19 07:04:04,-3.812601,-64.435383,Drone,Estrutura Danificada,Média,67,Nenhum,Fácil,Queda de poste afeta fornecimento elétrico.,Monitorar
257,2025-06-01 03:16:39,-4.604275,-37.828267,App Usuário,Estrutura Danificada,Alta,58,Moderado,Fácil,Ponte apresenta rachaduras na base.,Suporte Necessário
258,2025-05-21 19:54:22,-30.59671,-53.959818,App Usuário,Deslizamento,Baixa,92,Leve,Fácil,Deslizamento atingiu parte de uma residência.,Monitorar
259,2025-05-29 05:25:46,-6.082724,-52.483567,Drone,Pessoas Isoladas,Alta,152,Moderado,Difícil,Comunidade sem acesso após queda de ponte.,Atenção Urgente
260,2025-05-30 04:47:45,-28.064448,-50.17771,App Usuário,Estrutura Danificada,Alta,184,Moderado,Bloqueado,Queda de poste afeta fornecimento elétrico.,Risco Imediato
261,2025-05-25 22:17:21,-16.360753,-54.143569,Drone,Incêndio,Baixa,160,Nenhum,Bloqueado,"Fogo controlado por brigada local, mas danos registrados.",Suporte Necessário
262,2025-05-21 04:53:44,-15.53519,-57.312234,Equipe de Campo,Deslizamento,Média,193,Moderado,Bloqueado,Área interditada após deslizamento de terra.,Atenção Urgente
263,2025-05-19 01:54:08,-4.170113,-38.717006,Equipe de Campo,Estrutura Danificada,Alta,185,Severo,Bloqueado,Ponte apresenta rachaduras na base.,Risco Imediato
264,2025-05-15 18:04:52,-5.288936,-40.736399,Equipe de Campo,Estrutura Danificada,Baixa,85,Moderado,Fácil,Prédio com estrutura comprometida após tremor.,Monitorar
265,2025-06-05 16:10:04,-4.062507,-39.369597,Equipe de Campo,Estrutura Danificada,Alta,99,Moderado,Difícil,Prédio com estrutura comprometida após tremor.,Atenção Urgente
266,2025-05-16 15:13:32,-3.743294,-51.781297,Drone,Estrutura Danificada,Alta,14,Moderado,Fácil,Queda de poste afeta fornecimento elétrico.,Suporte Necessário
267,2025-05-24 08:09:01,-21.70609,-55.443898,Equipe de Campo,Estrutura Danificada,Alta,150,Moderado,Fácil,Queda de poste afeta fornecimento elétrico.,Atenção Urgente
268,2025-05-15 23:04:25,-0.429582,-54.45142,App Usuário,Estrutura Danificada,Média,105,Severo,Difícil,Queda de poste afeta fornecimento elétrico.,Atenção Urgente
269,2025-05-22 09:07:15,-8.827118,-38.93654,App Usuário,Estrutura Danificada,Média,82,Nenhum,Fácil,Queda de poste afeta fornecimento elétrico.,Monitorar
270,2025-05-31 07:05:37,-7.660061,-70.269383,App Usuário,Deslizamento,Média,86,Nenhum,Difícil,Área interditada após deslizamento de terra.,Suporte Necessário
271,2025-05-08 02:46:09,-23.334228,-54.349183,Equipe de Campo,Alagamento,Crítica,39,Nenhum,Bloqueado,Água acumulada impede o tráfego de veículos.,Atenção Urgente
272,2025-05-10 23:11:03,-2.89596,-53.497712,App Usuário,Incêndio,Baixa,181,Nenhum,Fácil,Incêndio em vegetação próximo a área urbana.,Monitorar
273,2025-05-18 19:45:18,-7.0614,-72.179493,Drone,Estrutura Danificada,Baixa,192,Severo,Fácil,Ponte apresenta rachaduras na base.,Suporte Necessário
274,2025-05-28 11:37:17,-2.691939,-56.044987,App Usuário,Deslizamento,Média,48,Nenhum,Fácil,Deslizamento atingiu parte de uma residência.,Monitorar
275,2025-05-30 04:43:26,-24.638562,-48.370746,Equipe de Campo,Estrutura Danificada,Crítica,57,Leve,Fácil,Prédio com estrutura comprometida após tremor.,Suporte Necessário
276,2025-05-14 13:36:41,-0.801078,-52.837676,Equipe de Campo,Alagamento,Alta,19,Nenhum,Difícil,Moradores relatam alagamento em vias principais.,Suporte Necessário
277,2025-06-03 10:49:46,-6.671592,-53.464313,Equipe de Campo,Incêndio,Baixa,104,Leve,Fácil,Incêndio em vegetação próximo a área urbana.,Monitorar
278,2025-06-03 19:47:41,-5.007794,-64.085469,App Usuário,Alagamento,Alta,18,Severo,Fácil,Região com nível de água acima da calçada.,Suporte Necessário
279,2025-05-27 07:58:08,0.244287,-51.988025,Drone,Incêndio,Baixa,98,Moderado,Difícil,Moradores evacuados devido à fumaça intensa.,Suporte Necessário
280,2025-05-31 22:28:48,-14.292121,-51.387785,Drone,Pessoas Isoladas,Alta,80,Leve,Fácil,Barreiras naturais impedem saída de moradores.,Suporte Necessário
281,2025-05-19 03:32:48,-5.724732,-50.815959,Equipe de Campo,Estrutura Danificada,Média,3,Leve,Fácil,Prédio com estrutura comprometida após tremor.,Monitorar
282,2025-05-11 21:38:27,-1.270447,-59.084673,App Usuário,Pessoas Isoladas,Média,174,Leve,Fácil,Barreiras naturais impedem saída de moradores.,Suporte Necessário
283,2025-05-26 23:28:45,1.382159,-55.302779,Equipe de Campo,Pessoas Isoladas,Alta,36,Leve,Bloqueado,Comunidade sem acesso após queda de ponte.,Suporte Necessário
284,2025-05-23 02:28:48,-26.90157,-53.026902,Equipe de Campo,Alagamento,Média,55,Leve,Fácil,Moradores relatam alagamento em vias principais.,Monitorar
285,2025-05-19 21:25:09,-15.050602,-60.067414,App Usuário,Alagamento,Média,65,Leve,Difícil,Água acumulada impede o tráfego de veículos.,Suporte Necessário
286,2025-05-15 16:07:21,-18.887179,-46.950254,App Usuário,Incêndio,Média,107,Moderado,Difícil,Moradores evacuados devido à fumaça intensa.,Atenção Urgente
287,2025-05-27 04:31:30,-12.027305,-40.482258,Equipe de Campo,Deslizamento,Crítica,53,Leve,Bloqueado,Área interditada após deslizamento de terra.,Atenção Urgente
288,2025-06-06 00:19:56,-10.411611,-59.859252,Equipe de Campo,Deslizamento,Média,168,Moderado,Fácil,Área interditada após deslizamento de terra.,Suporte Necessário
289,2025-05-17 21:34:19,-5.938215,-49.407165,Drone,Alagamento,Baixa,129,Moderado,Difícil,Água acumulada impede o tráfego de veículos.,Suporte Necessário
290,2025-05-18 09:14:33,-10.275218,-38.239493,Equipe de Campo,Alagamento,Média,74,Nenhum,Bloqueado,Região com nível de água acima da calçada.,Suporte Necessário
291,2025-05-17 12:22:01,-5.200046,-37.453289,Equipe de Campo,Incêndio,Média,61,Severo,Bloqueado,Incêndio em vegetação próximo a área urbana.,Atenção Urgente
292,2025-05-27 02:41:54,1.385095,-59.519161,Drone,Deslizamento,Média,128,Moderado,Fácil,Área interditada após deslizamento de terra.,Suporte Necessário
293,2025-05-08 05:13:02,-1.188109,-67.02607,App Usuário,Deslizamento,Crítica,33,Moderado,Fácil,Área interditada após deslizamento de terra.,Suporte Necessário
294,2025-05-28 13:17:21,-11.687807,-56.760729,Equipe de Campo,Deslizamento,Baixa,175,Nenhum,Difícil,Área interditada após deslizamento de terra.,Suporte Necessário
295,2025-05-18 04:57:57,-13.202179,-51.887729,Equipe de Campo,Estrutura Danificada,Crítica,172,Moderado,Bloqueado,Ponte apresenta rachaduras na base.,Risco Imediato
296,2025-06-05 06:25:49,-27.499841,-52.348277,Drone,Incêndio,Média,31,Leve,Difícil,"Fogo controlado por brigada local, mas danos registrados.",Monitorar
297,2025-05-10 23:01:04,-7.752602,-62.389235,App Usuário,Deslizamento,Alta,111,Nenhum,Fácil,Deslizamento atingiu parte de uma residência.,Suporte Necessário
298,2025-05-11 08:03:11,-10.847222,-49.878238,Equipe de Campo,Alagamento,Crítica,41,Moderado,Bloqueado,Moradores relatam alagamento em vias principais.,Atenção Urgente
299,2025-05-09 01:59:01,1.248476,-67.843137,Equipe de Campo,Alagamento,Baixa,150,Moderado,Fácil,Região com nível de água acima da calçada.,Suporte Necessário
300,2025-05-27 00:55:54,-22.218252,-46.422901,Drone,Pessoas Isoladas,Baixa,102,Severo,Difícil,Famílias ilhadas aguardam resgate.,Atenção Urgente
1000,2025-06-01 17:16:45,-23.453399,-46.551033,Equipe de Campo,Incêndio,Alta,500,Alto,Fácil,prédio pegando fogo,Suporte Necessário
