id_zona,latitude,longitude,data,precipitacao_mm,temperatura_c,umidade_percentual,densidade_populacional,altitude_metros,declividade_graus,distancia_agua_km,tipo_de_solo,uso_do_solo,nivel_acessibilidade,frequencia_sismos,tipo_evento,ocorrenca,nivel_de_risco,mes,estacao_do_ano,regiao
Z_0336_NOR,-7.63705,-40.51377,2023-03-08 00:00:00,17.7,41.3,20.5,288.8,952.3,13.8,20.6,argiloso_seco,rural,media,0,incêndio,1,ALTO,3,outono,Nordeste_Sertao
Z_0337_SUD,-19.72086,-49.49568,2023-01-08 00:00:00,186.1,15.1,56.7,3580.2,1037.4,47.1,17.3,organico,floresta,baixa,0,deslizamento,1,MÉDIO,1,verao,Sudeste_Montanhoso_Litoraneo
Z_0338_NOR,-2.56641,-43.96428,2024-01-06 00:00:00,26.0,22.5,41.2,138.3,472.8,3.9,14.4,arenoso,pastagem,media,0,nenhum,0,MUITO BAIXO,1,verao,Nordeste_Sertao
Z_0339_SUD,-22.13342,-46.59668,2024-09-28 00:00:00,236.9,30.1,86.8,693.6,2737.0,55.2,24.9,rochoso,pastagem,alta,0,deslizamento,0,BAIXO,9,primavera,Sudeste_Montanhoso_Litoraneo
Z_0340_NOR,-1.83541,-66.04379,2023-02-19 00:00:00,437.5,29.1,83.4,2808.1,164.8,10.6,32.6,argiloso,floresta,media,0,nenhum,0,MUITO BAIXO,2,verao,Norte_Amazonia
Z_0341_SUD,-23.98146,-49.85641,2024-08-31 00:00:00,211.5,30.4,26.3017074034462,3600.5,104.3,45.0,7.3,rochoso,urbano,alta,0,vendaval,0,BAIXO,8,inverno,Sudeste_Montanhoso_Litoraneo
Z_0342_SUD,-18.06178,-44.19886,2024-10-13 00:00:00,226.4,34.6,56.6,2653.8,509.7,47.4,5.2,organico,rural,alta,0,deslizamento,0,BAIXO,10,primavera,Sudeste_Montanhoso_Litoraneo
Z_0343_CEN,-19.27556,-51.65938,2024-07-12 00:00:00,13.9,22.9,45.527179203402696,69.3,848.1,10.2,12.2,latossolo,pastagem,alta,0,inundação,0,BAIXO,7,inverno,CentroOeste_Cerrado_Pantanal
Z_0344_SUD,-24.24886,-40.99396,2024-08-20 00:00:00,136.6,21.3,54.48120967630962,4437.7,2184.9,45.5,28.8,organico,rural,alta,0,inundação,0,BAIXO,8,inverno,Sudeste_Montanhoso_Litoraneo
Z_0345_CEN,-23.21353,-56.17934,2023-04-04 00:00:00,194.8,37.4,54.7,372.0,602.0,15.1,25.3,argiloso,floresta,media,0,nenhum,0,MUITO BAIXO,4,outono,CentroOeste_Cerrado_Pantanal
Z_0346_SUD,-18.49364,-44.85982,2024-06-27 00:00:00,82.5,32.3,62.00263763459163,3602.1,2396.1,18.2,22.0,rochoso,pastagem,baixa,0,nenhum,0,MUITO BAIXO,6,inverno,Sudeste_Montanhoso_Litoraneo
Z_0347_SUD,-19.67373,-48.47853,2023-11-09 00:00:00,185.2,31.9,63.8,3927.2,1391.6,36.7,14.8,organico,floresta,baixa,0,deslizamento,0,MÉDIO,11,primavera,Sudeste_Montanhoso_Litoraneo
Z_0348_CEN,-21.46293,-55.32016,2024-08-15 00:00:00,4.0,20.6,17.974199711242,57.2,1198.4,11.3,13.7,arenoso,rural,baixa,0,nenhum,0,MUITO BAIXO,8,inverno,CentroOeste_Cerrado_Pantanal
Z_0349_CEN,-9.06887,-48.84885,2024-06-22 00:00:00,31.3,29.6,30.310936795182087,92.4,416.3,20.9,17.8,argiloso,pastagem,alta,0,seca,0,BAIXO,6,inverno,CentroOeste_Cerrado_Pantanal
Z_0350_CEN,-22.22734,-51.19284,2023-02-28 00:00:00,125.2,23.6,72.5,274.3,381.7,15.9,0.4,argiloso,rural,baixa,1,incêndio,0,BAIXO,2,verao,CentroOeste_Cerrado_Pantanal
Z_0351_SUD,-18.51232,-40.38896,2023-09-30 00:00:00,294.3,30.7,90.4,1866.0,338.6,25.2,4.1,rochoso,pastagem,media,0,vendaval,0,BAIXO,9,primavera,Sudeste_Montanhoso_Litoraneo
Z_0352_CEN,-18.64595,-54.90712,2023-12-17 00:00:00,124.3,22.6,39.4,239.7,852.7,21.1,28.0,argiloso,floresta,media,0,incêndio,0,BAIXO,12,verao,CentroOeste_Cerrado_Pantanal
Z_0353_CEN,-17.27544,-55.54317,2024-12-02 00:00:00,141.7,28.9,39.7,243.1,217.8,3.1,13.9,arenoso,pastagem,alta,0,inundação,0,BAIXO,12,verao,CentroOeste_Cerrado_Pantanal
Z_0354_SUL,-26.03367,-52.15863,2023-04-12 00:00:00,152.1,22.9,75.8,4135.6,942.4,9.8,14.5,argiloso,pastagem,alta,0,inundação,0,BAIXO,4,outono,Sul_Campos_Planalto
Z_0355_NOR,-0.60018,-65.20233,2023-05-07 00:00:00,331.2,22.6,93.0,3482.1,92.4,3.7,10.8,organico,area_umida,baixa,0,inundação,0,MÉDIO,5,outono,Norte_Amazonia
Z_0356_NOR,2.0075,-50.83411,2023-07-18 00:00:00,299.0,24.0,70.5,200.2,283.9,19.0,40.3,organico,rural,baixa,0,vendaval,0,BAIXO,7,inverno,Norte_Amazonia
Z_0357_NOR,-10.38366,-42.66643,2023-04-08 00:00:00,77.1,32.8,37.7,235.7,735.5,12.7,10.0,arenoso,pastagem,alta,1,incêndio,0,BAIXO,4,outono,Nordeste_Sertao
Z_0358_CEN,-20.37193,-51.76259,2024-03-27 00:00:00,154.2,25.7,49.0,245.3,269.0,21.7,3.8,arenoso,area_umida,alta,0,inundação,0,BAIXO,3,outono,CentroOeste_Cerrado_Pantanal
Z_0359_NOR,4.13555,-70.24439,2024-08-02 00:00:00,398.8,34.1,97.4,2668.2,315.1,0.4,28.1,arenoso,floresta,media,0,vendaval,0,BAIXO,8,inverno,Norte_Amazonia
Z_0360_NOR,2.07331,-51.68718,2023-04-11 00:00:00,322.2,30.9,89.3,986.4,250.3,11.7,74.2,argiloso,floresta,baixa,0,vendaval,0,BAIXO,4,outono,Norte_Amazonia
Z_0361_CEN,-13.04443,-55.99356,2023-05-15 00:00:00,109.2,29.3,41.0,120.5,891.9,2.9,0.3,latossolo,pastagem,alta,0,nenhum,0,MUITO BAIXO,5,outono,CentroOeste_Cerrado_Pantanal
Z_0362_NOR,-16.22877,-41.95108,2023-08-28 00:00:00,1.3,34.8,25.165801866347255,334.3,176.2,1.1,6.8,argiloso_seco,pastagem,baixa,0,incêndio,1,MÉDIO,8,inverno,Nordeste_Sertao
Z_0363_SUL,-26.72378,-48.27414,2023-11-14 00:00:00,122.8,19.0,77.9,4359.5,77.0,36.4,3.5,argiloso,urbano,alta,0,nenhum,0,MUITO BAIXO,11,primavera,Sul_Campos_Planalto
Z_0364_SUD,-20.92428,-43.29606,2024-12-31 00:00:00,311.9,21.9,94.5,3559.7,514.1,59.7,8.4,organico,rural,alta,0,nenhum,0,MUITO BAIXO,12,verao,Sudeste_Montanhoso_Litoraneo
Z_0365_SUD,-23.36943,-44.94915,2024-08-30 00:00:00,176.9,25.4,76.2223054722609,1559.9,331.3,39.0,19.2,organico,urbano,alta,0,deslizamento,0,MÉDIO,8,inverno,Sudeste_Montanhoso_Litoraneo
Z_0366_SUD,-20.53949,-49.64358,2023-09-02 00:00:00,242.6,34.0,90.3,3356.4,1209.2,6.9,2.1,argiloso,pastagem,alta,0,inundação,1,MÉDIO,9,primavera,Sudeste_Montanhoso_Litoraneo
Z_0367_CEN,-22.54993,-58.34597,2023-06-18 00:00:00,26.2,28.7,31.413373862527312,456.7,121.0,17.7,25.0,argiloso,area_umida,alta,0,nenhum,0,MUITO BAIXO,6,inverno,CentroOeste_Cerrado_Pantanal
Z_0368_SUL,-25.33681,-55.77036,2023-07-18 00:00:00,111.2,28.8,69.35051036670431,1586.4,1767.6,26.5,27.1,organico,urbano,alta,1,nenhum,0,MUITO BAIXO,7,inverno,Sul_Campos_Planalto
Z_0369_SUL,-30.44275,-53.47713,2023-03-24 00:00:00,101.7,5.4,80.8,93.4,1427.5,27.0,18.8,organico,pastagem,baixa,0,seca,0,BAIXO,3,outono,Sul_Campos_Planalto
Z_0370_NOR,-9.1626,-64.49117,2023-03-28 00:00:00,329.6,32.2,72.7,1667.2,384.9,17.6,71.4,organico,floresta,media,0,vendaval,0,MÉDIO,3,outono,Norte_Amazonia
Z_0371_NOR,-7.18021,-44.60723,2023-07-01 00:00:00,18.8,39.4,40.819591920250396,98.7,891.8,10.8,28.0,rochoso,pastagem,alta,0,seca,0,MÉDIO,7,inverno,Nordeste_Sertao
Z_0372_SUD,-24.21005,-41.81978,2023-09-12 00:00:00,259.6,19.8,81.7,2845.2,2371.0,48.4,28.3,rochoso,pastagem,alta,0,inundação,0,BAIXO,9,primavera,Sudeste_Montanhoso_Litoraneo
Z_0373_NOR,-2.25017,-55.33313,2023-01-08 00:00:00,305.7,29.1,95.0,4642.0,368.9,8.6,60.9,arenoso,floresta,baixa,0,nenhum,0,MUITO BAIXO,1,verao,Norte_Amazonia
Z_0374_SUD,-19.33845,-46.90541,2023-01-21 00:00:00,216.4,22.7,74.5,2613.6,442.8,22.4,9.8,organico,urbano,alta,0,vendaval,0,BAIXO,1,verao,Sudeste_Montanhoso_Litoraneo
Z_0375_SUD,-24.15736,-39.8902,2023-06-19 00:00:00,229.6,29.8,80.88740274400193,1328.9,1320.9,59.7,24.4,argiloso,pastagem,baixa,1,deslizamento,0,BAIXO,6,inverno,Sudeste_Montanhoso_Litoraneo
Z_0376_CEN,-19.4825,-54.89913,2024-03-06 00:00:00,131.8,21.4,56.9,32.5,356.7,10.4,6.2,arenoso,area_umida,baixa,0,nenhum,0,MUITO BAIXO,3,outono,CentroOeste_Cerrado_Pantanal
Z_0377_SUL,-31.13091,-52.09246,2024-03-13 00:00:00,113.7,19.0,69.3,3335.2,308.2,13.4,17.1,organico,rural,media,0,seca,0,BAIXO,3,outono,Sul_Campos_Planalto
Z_0378_SUD,-20.34474,-41.31726,2023-01-30 00:00:00,134.1,23.7,60.6,513.8,56.0,15.9,20.2,argiloso,pastagem,baixa,0,nenhum,0,MUITO BAIXO,1,verao,Sudeste_Montanhoso_Litoraneo
Z_0379_SUD,-24.47904,-49.55661,2024-08-05 00:00:00,175.0,34.9,58.475010278930135,2581.6,256.8,36.2,9.0,argiloso,floresta,baixa,0,deslizamento,1,MÉDIO,8,inverno,Sudeste_Montanhoso_Litoraneo
Z_0380_NOR,-8.09991,-54.24591,2023-10-22 00:00:00,372.5,25.1,77.1,4043.0,390.8,0.1,24.9,organico,urbano,alta,0,inundação,0,BAIXO,10,primavera,Norte_Amazonia
Z_0381_CEN,-13.56918,-56.13965,2023-02-27 00:00:00,91.7,18.4,81.7,21.9,917.3,20.7,5.0,argiloso,rural,baixa,0,nenhum,0,MUITO BAIXO,2,verao,CentroOeste_Cerrado_Pantanal
Z_0382_SUL,-22.38666,-54.45411,2023-01-15 00:00:00,137.5,9.9,72.9,2393.2,975.3,12.6,29.2,organico,urbano,alta,0,nenhum,0,MUITO BAIXO,1,verao,Sul_Campos_Planalto
Z_0383_NOR,-4.66333,-39.60815,2024-06-04 00:00:00,7.2,38.9,27.234114459069804,21.3,756.6,20.5,3.9,rochoso,rural,baixa,0,incêndio,1,MÉDIO,6,inverno,Nordeste_Sertao
Z_0384_NOR,-4.15426,-52.22116,2024-09-22 00:00:00,369.2,25.1,79.1,2970.2,308.8,6.1,52.5,arenoso,urbano,alta,0,incêndio,0,BAIXO,9,primavera,Norte_Amazonia
Z_0385_NOR,-2.0499,-62.0941,2023-12-31 00:00:00,421.5,32.1,87.7,2280.4,248.3,19.1,41.9,arenoso,rural,baixa,0,nenhum,0,MUITO BAIXO,12,verao,Norte_Amazonia
Z_0386_NOR,-14.40385,-45.68342,2024-12-10 00:00:00,36.8,25.5,62.3,205.2,201.9,13.1,16.8,arenoso,pastagem,media,0,seca,0,BAIXO,12,verao,Nordeste_Sertao
Z_0387_SUD,-19.91602,-47.96614,2024-04-14 00:00:00,142.9,20.9,69.6,1213.6,1003.9,9.5,3.4,organico,floresta,baixa,0,deslizamento,0,BAIXO,4,outono,Sudeste_Montanhoso_Litoraneo
Z_0388_NOR,-12.49608,-44.11219,2024-02-03 00:00:00,90.2,25.1,36.1,396.7,326.8,25.4,4.8,arenoso,pastagem,alta,1,seca,0,BAIXO,2,verao,Nordeste_Sertao
Z_0389_NOR,4.44953,-56.22091,2023-09-10 00:00:00,219.9,22.7,75.2,4265.3,279.3,3.8,71.5,arenoso,area_umida,media,0,inundação,1,MÉDIO,9,primavera,Norte_Amazonia
Z_0390_SUD,-18.28801,-47.65006,2024-10-14 00:00:00,302.0,27.0,88.4,2116.1,2449.9,12.9,30.0,rochoso,floresta,media,0,nenhum,0,MUITO BAIXO,10,primavera,Sudeste_Montanhoso_Litoraneo
Z_0391_SUD,-21.19819,-45.83509,2024-06-15 00:00:00,124.5,30.8,40.35960406095195,3696.8,2686.5,49.2,6.3,rochoso,urbano,alta,0,nenhum,0,MUITO BAIXO,6,inverno,Sudeste_Montanhoso_Litoraneo
Z_0392_CEN,-20.71729,-54.67942,2024-07-27 00:00:00,21.8,21.6,14.715766121925341,396.7,447.7,11.2,3.3,arenoso,area_umida,media,0,inundação,0,BAIXO,7,inverno,CentroOeste_Cerrado_Pantanal
Z_0393_CEN,-11.76253,-53.0773,2023-09-15 00:00:00,119.4,37.3,38.3,158.4,81.3,3.8,25.0,arenoso,area_umida,baixa,0,inundação,0,BAIXO,9,primavera,CentroOeste_Cerrado_Pantanal
Z_0394_SUD,-22.1983,-45.91236,2024-04-28 00:00:00,123.6,15.4,67.1,4401.4,155.0,10.4,28.3,rochoso,urbano,alta,0,vendaval,0,BAIXO,4,outono,Sudeste_Montanhoso_Litoraneo
Z_0395_NOR,-7.54667,-38.59175,2024-08-05 00:00:00,8.6,34.9,22.58502275970171,472.4,248.1,26.5,23.7,rochoso,pastagem,alta,0,incêndio,1,MÉDIO,8,inverno,Nordeste_Sertao
Z_0396_CEN,-6.55943,-51.17921,2024-08-13 00:00:00,1.6,29.1,20.714765265078665,127.6,876.4,13.1,2.5,arenoso,rural,media,0,nenhum,0,MUITO BAIXO,8,inverno,CentroOeste_Cerrado_Pantanal
Z_0397_SUD,-21.87346,-49.42212,2023-12-09 00:00:00,179.0,24.5,83.1,646.1,1896.1,6.7,25.9,argiloso,floresta,baixa,0,nenhum,0,MUITO BAIXO,12,verao,Sudeste_Montanhoso_Litoraneo
Z_0398_SUL,-32.73257,-53.72546,2023-01-03 00:00:00,193.2,15.7,54.8,4021.7,1300.0,16.5,13.4,argiloso,urbano,alta,0,seca,0,BAIXO,1,verao,Sul_Campos_Planalto
Z_0399_NOR,-1.4937,-53.67202,2024-05-27 00:00:00,339.6,30.5,99.1,1532.3,208.6,8.5,43.1,organico,rural,media,0,nenhum,0,MUITO BAIXO,5,outono,Norte_Amazonia
Z_0400_NOR,4.93205,-54.43341,2023-03-06 00:00:00,200.7,37.4,91.5,4506.3,401.4,15.4,75.2,organico,urbano,alta,0,nenhum,0,MUITO BAIXO,3,outono,Norte_Amazonia
Z_0401_NOR,-9.84852,-68.42269,2024-01-14 00:00:00,313.6,24.6,83.0,2236.8,459.8,19.8,68.0,organico,urbano,alta,0,nenhum,0,MUITO BAIXO,1,verao,Norte_Amazonia
Z_0402_SUD,-21.37686,-44.74301,2024-02-25 00:00:00,101.5,29.3,84.6,2048.3,1549.6,24.8,26.0,argiloso,pastagem,baixa,1,nenhum,0,MUITO BAIXO,2,verao,Sudeste_Montanhoso_Litoraneo
Z_0403_SUD,-19.29147,-49.39142,2024-12-25 00:00:00,215.4,21.2,83.8,2839.6,610.8,39.4,21.7,rochoso,rural,media,0,vendaval,0,BAIXO,12,verao,Sudeste_Montanhoso_Litoraneo
Z_0404_SUL,-29.83277,-50.43207,2023-05-28 00:00:00,126.1,31.6,62.0,1076.8,868.7,35.3,25.5,organico,floresta,media,0,vendaval,0,BAIXO,5,outono,Sul_Campos_Planalto
Z_0405_SUD,-19.88524,-46.37517,2023-02-27 00:00:00,156.6,28.8,89.8,3418.4,890.7,46.9,26.7,organico,urbano,media,0,deslizamento,0,BAIXO,2,verao,Sudeste_Montanhoso_Litoraneo
Z_0406_SUD,-18.64699,-45.2358,2024-10-26 00:00:00,288.7,28.6,67.6,3244.1,990.3,49.1,19.0,argiloso,floresta,baixa,0,deslizamento,1,ALTO,10,primavera,Sudeste_Montanhoso_Litoraneo
Z_0407_NOR,-6.85129,-57.37457,2023-01-08 00:00:00,349.4,31.1,91.9,1621.6,402.8,7.8,55.2,organico,rural,baixa,0,nenhum,0,MUITO BAIXO,1,verao,Norte_Amazonia
Z_0408_SUL,-29.74158,-55.59883,2023-06-27 00:00:00,133.0,16.8,43.21364328575705,4565.6,1196.0,16.9,26.0,organico,pastagem,baixa,0,seca,0,BAIXO,6,inverno,Sul_Campos_Planalto
Z_0409_NOR,-2.36779,-41.65967,2023-11-05 00:00:00,21.9,39.6,25.4,97.1,611.5,9.8,8.1,argiloso_seco,rural,alta,0,incêndio,0,MÉDIO,11,primavera,Nordeste_Sertao
Z_0410_NOR,-6.66383,-40.41742,2024-12-29 00:00:00,52.2,29.3,34.3,256.3,143.2,16.0,3.4,arenoso,pastagem,baixa,0,incêndio,0,BAIXO,12,verao,Nordeste_Sertao
Z_0411_SUD,-22.98292,-44.98092,2024-07-20 00:00:00,300.2,19.0,59.44005464533864,3720.3,51.1,29.4,24.3,rochoso,floresta,media,0,nenhum,0,MUITO BAIXO,7,inverno,Sudeste_Montanhoso_Litoraneo
Z_0412_NOR,2.90641,-73.22359,2024-10-07 00:00:00,155.8,22.4,84.0,3709.3,276.9,19.9,2.2,organico,floresta,baixa,0,inundação,0,BAIXO,10,primavera,Norte_Amazonia
Z_0413_CEN,-11.98718,-49.50359,2023-01-06 00:00:00,191.4,35.6,60.3,292.4,1113.2,14.7,26.3,argiloso,rural,media,0,seca,0,BAIXO,1,verao,CentroOeste_Cerrado_Pantanal
Z_0414_CEN,-20.06011,-47.16825,2023-07-27 00:00:00,5.1,35.7,27.72666702635156,14.7,251.6,22.5,21.1,latossolo,area_umida,media,0,incêndio,0,BAIXO,7,inverno,CentroOeste_Cerrado_Pantanal
Z_0415_NOR,-12.95007,-38.41323,2024-09-01 00:00:00,96.3,23.2,33.5,253.1,616.3,16.4,12.7,rochoso,pastagem,alta,0,nenhum,0,MUITO BAIXO,9,primavera,Nordeste_Sertao
Z_0416_CEN,-12.53263,-55.80089,2023-02-19 00:00:00,82.5,36.3,63.3,22.9,717.7,7.4,17.9,latossolo,floresta,media,2,inundação,0,BAIXO,2,verao,CentroOeste_Cerrado_Pantanal
Z_0417_SUD,-23.44848,-41.35006,2024-03-04 00:00:00,259.2,34.0,85.4,4341.9,1701.2,30.1,21.7,organico,rural,media,1,deslizamento,0,MÉDIO,3,outono,Sudeste_Montanhoso_Litoraneo
Z_0418_NOR,-6.24384,-70.70331,2023-10-10 00:00:00,327.2,37.7,75.9,1660.7,199.4,14.3,42.7,arenoso,rural,baixa,1,inundação,0,BAIXO,10,primavera,Norte_Amazonia
Z_0419_SUL,-25.63341,-53.21361,2023-12-14 00:00:00,145.9,29.1,68.6,1213.8,380.3,7.1,28.1,arenoso_argiloso,pastagem,baixa,1,nenhum,0,MUITO BAIXO,12,verao,Sul_Campos_Planalto
Z_0420_CEN,-21.09462,-60.72578,2023-05-22 00:00:00,153.1,21.0,51.4,33.3,452.7,2.6,0.7,argiloso,pastagem,baixa,0,nenhum,0,MUITO BAIXO,5,outono,CentroOeste_Cerrado_Pantanal
Z_0421_NOR,-1.1527,-54.95331,2024-06-08 00:00:00,414.1,32.8,80.8,3044.6,309.6,0.2,65.5,arenoso,rural,baixa,0,incêndio,0,BAIXO,6,inverno,Norte_Amazonia
Z_0422_SUD,-21.34962,-40.30243,2023-07-06 00:00:00,109.4,22.2,75.76924277860113,3763.0,357.0,21.3,12.9,rochoso,floresta,baixa,0,inundação,0,BAIXO,7,inverno,Sudeste_Montanhoso_Litoraneo
Z_0423_SUD,-21.09079,-39.72923,2024-05-20 00:00:00,187.3,24.4,89.9,4674.6,2525.2,49.8,18.1,argiloso,pastagem,baixa,0,deslizamento,0,BAIXO,5,outono,Sudeste_Montanhoso_Litoraneo
Z_0424_NOR,-0.05107,-71.22195,2023-11-01 00:00:00,333.1,32.7,86.3,1520.4,144.9,17.7,60.2,arenoso,urbano,alta,1,vendaval,0,BAIXO,11,primavera,Norte_Amazonia
Z_0425_SUD,-20.73911,-41.66061,2023-09-02 00:00:00,335.9,32.7,78.3,4235.0,42.4,56.6,8.0,argiloso,pastagem,alta,0,deslizamento,1,ALTO,9,primavera,Sudeste_Montanhoso_Litoraneo
Z_0426_NOR,-0.80417,-60.28627,2023-06-06 00:00:00,271.3,28.0,76.3,1221.3,459.4,8.3,61.5,organico,area_umida,media,0,inundação,0,MÉDIO,6,inverno,Norte_Amazonia
Z_0427_SUD,-21.48552,-46.70335,2023-11-16 00:00:00,349.5,26.9,84.7,4624.8,21.0,19.3,20.9,argiloso,floresta,baixa,0,nenhum,0,MUITO BAIXO,11,primavera,Sudeste_Montanhoso_Litoraneo
Z_0428_NOR,-2.80181,-63.76992,2023-12-09 00:00:00,380.7,35.7,96.0,4278.3,41.8,11.6,16.2,arenoso,floresta,media,0,inundação,0,MÉDIO,12,verao,Norte_Amazonia
Z_0429_NOR,-8.33141,-42.67389,2024-09-21 00:00:00,55.8,29.5,23.8,95.6,176.8,27.6,25.2,argiloso_seco,pastagem,alta,0,incêndio,0,BAIXO,9,primavera,Nordeste_Sertao
Z_0430_SUD,-20.50696,-42.02243,2024-05-14 00:00:00,100.4,22.2,67.3,4725.8,1094.9,59.1,14.8,organico,rural,alta,0,nenhum,0,MUITO BAIXO,5,outono,Sudeste_Montanhoso_Litoraneo
Z_0431_NOR,3.64534,-69.24205,2023-06-14 00:00:00,301.7,26.4,73.5,1736.4,44.7,3.3,10.3,argiloso,area_umida,baixa,0,inundação,0,MÉDIO,6,inverno,Norte_Amazonia
Z_0432_NOR,-10.54882,-44.54238,2023-06-20 00:00:00,13.5,27.9,24.05353567222101,211.1,467.7,22.0,23.9,argiloso_seco,rural,baixa,0,nenhum,0,MUITO BAIXO,6,inverno,Nordeste_Sertao
Z_0433_SUD,-24.35702,-41.94957,2024-05-09 00:00:00,133.7,29.9,75.2,3251.6,238.7,23.2,21.4,rochoso,rural,baixa,0,deslizamento,0,BAIXO,5,outono,Sudeste_Montanhoso_Litoraneo
Z_0434_NOR,-2.3624,-73.19816,2023-03-22 00:00:00,286.2,22.9,70.4,3308.6,473.8,17.6,47.8,argiloso,urbano,alta,0,nenhum,0,MUITO BAIXO,3,outono,Norte_Amazonia
Z_0435_NOR,-6.11468,-43.02148,2023-12-23 00:00:00,39.0,33.7,47.2,41.2,192.9,23.4,11.0,argiloso_seco,rural,baixa,0,incêndio,0,BAIXO,12,verao,Nordeste_Sertao
Z_0436_SUD,-22.34202,-47.78712,2024-07-28 00:00:00,250.5,22.5,65.56627368806232,4944.2,1753.6,39.3,25.2,rochoso,rural,alta,0,deslizamento,1,BAIXO,7,inverno,Sudeste_Montanhoso_Litoraneo
Z_0437_SUL,-24.62407,-51.92851,2023-10-29 00:00:00,149.7,20.3,60.6,3226.1,1198.8,39.0,20.5,organico,urbano,alta,0,inundação,0,BAIXO,10,primavera,Sul_Campos_Planalto
Z_0438_SUD,-21.59082,-47.58725,2024-06-13 00:00:00,157.2,31.1,52.29632811438654,3479.4,2437.0,40.0,23.7,organico,urbano,media,0,deslizamento,0,MÉDIO,6,inverno,Sudeste_Montanhoso_Litoraneo
Z_0439_NOR,-6.11925,-73.12705,2024-10-22 00:00:00,348.2,22.1,71.6,2933.0,353.3,16.9,52.6,arenoso,urbano,alta,0,nenhum,0,MUITO BAIXO,10,primavera,Norte_Amazonia
Z_0440_SUL,-29.55751,-53.36647,2023-01-01 00:00:00,193.8,31.6,40.2,543.9,1770.5,17.5,3.1,argiloso,floresta,baixa,0,nenhum,0,MUITO BAIXO,1,verao,Sul_Campos_Planalto
Z_0441_NOR,-15.24135,-44.81288,2023-07-08 00:00:00,8.3,38.5,22.80621408801698,163.2,717.6,24.4,17.2,rochoso,pastagem,alta,1,incêndio,1,ALTO,7,inverno,Nordeste_Sertao
Z_0442_SUL,-25.17721,-55.20175,2024-12-15 00:00:00,103.1,11.8,86.8,345.0,1798.2,38.7,5.9,organico,urbano,alta,0,seca,0,BAIXO,12,verao,Sul_Campos_Planalto
Z_0443_SUD,-22.82316,-47.94393,2023-08-05 00:00:00,128.2,31.6,46.72051330886349,2935.0,41.8,24.0,7.6,organico,urbano,media,0,vendaval,0,BAIXO,8,inverno,Sudeste_Montanhoso_Litoraneo
Z_0444_SUD,-24.49881,-49.00122,2023-07-30 00:00:00,311.3,23.7,68.02011472961213,2573.3,1671.5,32.7,21.6,organico,urbano,alta,1,deslizamento,0,MÉDIO,7,inverno,Sudeste_Montanhoso_Litoraneo
Z_0445_CEN,-22.44006,-54.21003,2024-02-24 00:00:00,86.3,24.1,41.0,112.2,691.8,21.2,28.2,latossolo,area_umida,media,1,incêndio,0,BAIXO,2,verao,CentroOeste_Cerrado_Pantanal
Z_0446_SUD,-18.01552,-44.70476,2023-09-11 00:00:00,86.8,22.2,59.7,4460.1,110.9,23.6,9.0,rochoso,floresta,media,0,nenhum,0,MUITO BAIXO,9,primavera,Sudeste_Montanhoso_Litoraneo
Z_0447_NOR,-6.03929,-43.86376,2024-10-04 00:00:00,33.0,30.2,25.0,289.1,276.0,18.0,8.5,arenoso,rural,baixa,0,nenhum,0,MUITO BAIXO,10,primavera,Nordeste_Sertao
Z_0448_CEN,-12.52136,-46.91869,2023-12-03 00:00:00,63.3,34.0,32.0,54.3,607.0,11.5,21.5,arenoso,pastagem,media,0,incêndio,0,BAIXO,12,verao,CentroOeste_Cerrado_Pantanal
Z_0449_NOR,-6.38328,-40.48275,2023-01-30 00:00:00,25.7,20.7,37.2,35.4,121.8,18.7,24.1,rochoso,rural,media,0,nenhum,0,MUITO BAIXO,1,verao,Nordeste_Sertao
Z_0450_SUL,-32.50977,-48.4331,2023-02-05 00:00:00,214.3,22.5,46.2,2895.4,1292.6,21.6,26.1,organico,pastagem,media,0,seca,0,BAIXO,2,verao,Sul_Campos_Planalto
Z_0451_CEN,-18.46788,-56.09999,2023-10-15 00:00:00,147.0,34.1,41.1,96.9,1169.6,20.9,19.0,latossolo,pastagem,alta,0,nenhum,0,MUITO BAIXO,10,primavera,CentroOeste_Cerrado_Pantanal
Z_0452_NOR,-9.82685,-45.37218,2024-03-13 00:00:00,51.7,22.4,44.0,334.0,769.1,9.5,18.7,argiloso_seco,pastagem,media,0,nenhum,0,MUITO BAIXO,3,outono,Nordeste_Sertao
Z_0453_NOR,-5.71666,-60.03132,2023-08-31 00:00:00,229.0,30.2,90.0,3200.1,454.4,13.5,50.1,arenoso,urbano,alta,0,vendaval,0,BAIXO,8,inverno,Norte_Amazonia
Z_0454_SUL,-22.90845,-50.3482,2024-08-07 00:00:00,125.2,17.2,35.50869571099999,1912.7,540.2,29.8,3.7,arenoso_argiloso,rural,baixa,0,nenhum,0,MUITO BAIXO,8,inverno,Sul_Campos_Planalto
Z_0455_NOR,-7.73261,-37.34948,2024-02-16 00:00:00,42.6,24.6,45.0,290.6,782.3,11.3,24.2,rochoso,rural,alta,0,incêndio,0,BAIXO,2,verao,Nordeste_Sertao
Z_0456_NOR,-17.06333,-44.93043,2023-11-21 00:00:00,80.6,24.9,26.6,494.1,516.6,27.5,23.7,arenoso,pastagem,alta,0,incêndio,0,BAIXO,11,primavera,Nordeste_Sertao
