id_zona,lat,lon,data_referencia,chuva_mm,temperatura_media,umidade_media,densidade_populacional,altitude_m,declividade_terreno,proximidade_curso_agua_km,tipo_solo,uso_solo,acessibilidade,atividade_sismica_recente,tipo_evento,ocorrencia_evento,risco_previsto,mes,estacao,regiao_brasil
Z_0480_SUD,-19.40616,-49.37202,2024-05-10,206.5,24.1,67.2,4514.8,1155.6,43.5,8.8,argiloso,urbano,alta,0,deslizamento,1,ALTO,5,outono,Sudeste_Montanhoso_Litoraneo
Z_0481_NOR,-4.94709,-66.31825,2023-07-26,378.6,32.6,80.4,386.4,373.4,3.9,52.3,argiloso,area_umida,baixa,0,inundação,1,MÉDIO,7,inverno,Norte_Amazonia
Z_0482_NOR,-8.42435,-41.50617,2023-10-11,80.8,32.7,42.0,198.5,930.7,2.2,17.4,rochoso,pastagem,media,0,nenhum,0,MUITO BAIXO,10,primavera,Nordeste_Sertao
Z_0483_NOR,-4.44714,-40.82157,2023-07-27,1.0,32.5,24.60710491011798,255.6,481.1,0.5,13.3,arenoso,pastagem,baixa,0,incêndio,1,MÉDIO,7,inverno,Nordeste_Sertao
Z_0484_NOR,-4.28111,-69.02565,2024-12-15,330.9,31.1,71.7,3077.0,411.3,2.0,2.7,arenoso,urbano,alta,0,inundação,0,MÉDIO,12,verao,Norte_Amazonia
Z_0485_SUD,-22.10438,-48.02237,2024-05-22,324.1,28.3,70.7,4829.6,1995.1,39.5,4.2,organico,floresta,baixa,0,deslizamento,1,ALTO,5,outono,Sudeste_Montanhoso_Litoraneo
Z_0486_NOR,-12.4578,-39.09485,2023-04-27,91.8,23.1,20.2,123.3,576.0,4.2,24.6,rochoso,rural,media,0,seca,0,BAIXO,4,outono,Nordeste_Sertao
Z_0487_NOR,-9.76319,-72.7648,2024-01-21,234.6,29.8,88.0,874.7,116.8,14.1,9.7,argiloso,rural,media,0,vendaval,0,BAIXO,1,verao,Norte_Amazonia
Z_0488_NOR,-3.55362,-37.11576,2023-04-08,54.6,26.6,61.0,478.4,116.5,21.3,0.6,arenoso,pastagem,media,1,nenhum,0,MUITO BAIXO,4,outono,Nordeste_Sertao
Z_0489_SUD,-18.31299,-41.62176,2023-11-29,285.2,29.0,93.7,2435.4,1972.8,32.2,21.7,organico,urbano,alta,0,deslizamento,0,MÉDIO,11,primavera,Sudeste_Montanhoso_Litoraneo
Z_0490_NOR,-17.49587,-38.0913,2023-10-26,76.7,36.8,25.1,447.8,582.3,16.3,25.1,rochoso,pastagem,baixa,0,nenhum,0,MUITO BAIXO,10,primavera,Nordeste_Sertao
Z_0491_NOR,-2.27475,-51.64299,2024-05-21,318.9,22.5,98.5,1773.0,361.8,10.7,61.2,argiloso,floresta,baixa,0,nenhum,0,MUITO BAIXO,5,outono,Norte_Amazonia
Z_0492_SUL,-30.45326,-57.79059,2023-06-17,156.2,25.0,30.744328096626397,4585.0,1450.7,15.7,4.3,argiloso,urbano,alta,0,seca,0,BAIXO,6,inverno,Sul_Campos_Planalto
Z_0493_NOR,2.11065,-70.64447,2023-03-27,244.3,33.6,92.1,4866.4,227.0,15.9,69.3,argiloso,area_umida,baixa,0,nenhum,0,MUITO BAIXO,3,outono,Norte_Amazonia
Z_0494_CEN,-5.6605,-59.74777,2023-05-26,135.2,23.5,78.7,14.3,171.5,12.4,24.2,arenoso,area_umida,alta,0,inundação,0,BAIXO,5,outono,CentroOeste_Cerrado_Pantanal
Z_0495_NOR,-6.13945,-39.34415,2024-03-19,20.8,22.5,22.9,365.4,107.8,26.3,6.0,rochoso,rural,alta,0,seca,0,BAIXO,3,outono,Nordeste_Sertao
Z_0496_SUL,-24.00274,-49.26186,2024-12-02,128.3,24.1,53.7,2911.3,1388.4,18.2,26.5,organico,pastagem,alta,0,seca,0,BAIXO,12,verao,Sul_Campos_Planalto
Z_0497_NOR,-10.90695,-39.71332,2024-09-30,17.0,27.7,45.4,354.6,424.9,7.6,21.6,arenoso,rural,alta,0,seca,0,BAIXO,9,primavera,Nordeste_Sertao
Z_0498_NOR,-5.36505,-43.8137,2024-07-14,11.2,24.7,15.038000099735337,117.8,120.1,21.3,14.6,rochoso,pastagem,media,0,seca,0,BAIXO,7,inverno,Nordeste_Sertao
Z_0499_SUD,-20.47945,-49.91337,2024-01-09,206.8,26.3,59.4,3362.5,399.8,45.5,14.4,organico,pastagem,baixa,0,deslizamento,1,ALTO,1,verao,Sudeste_Montanhoso_Litoraneo
Z_0500_SUD,-20.61249,-49.78625,2024-02-09,157.4,26.5,74.7,3253.8,607.0,51.3,5.2,argiloso,floresta,baixa,1,deslizamento,1,MÉDIO,2,verao,Sudeste_Montanhoso_Litoraneo
Z_0501_SUL,-33.17697,-49.83678,2023-10-29,73.4,21.7,56.4,2547.9,1184.2,13.3,12.9,organico,pastagem,alta,0,nenhum,0,MUITO BAIXO,10,primavera,Sul_Campos_Planalto
Z_0502_SUD,-23.51903,-45.77666,2024-03-19,348.5,31.2,82.4,2310.6,973.0,13.3,12.6,organico,floresta,baixa,0,vendaval,0,BAIXO,3,outono,Sudeste_Montanhoso_Litoraneo
Z_0503_SUL,-29.03371,-53.1745,2023-11-08,218.4,8.7,47.6,390.2,921.0,31.9,12.3,argiloso,urbano,alta,0,deslizamento,0,BAIXO,11,primavera,Sul_Campos_Planalto
Z_0504_SUD,-24.36243,-43.16797,2023-07-12,128.4,26.8,62.91455515883277,4226.7,175.4,48.9,4.4,organico,rural,baixa,0,deslizamento,0,BAIXO,7,inverno,Sudeste_Montanhoso_Litoraneo
Z_0505_NOR,1.96101,-71.61438,2024-06-29,167.9,34.8,70.1,3652.9,349.2,7.1,30.8,arenoso,rural,baixa,0,vendaval,0,BAIXO,6,inverno,Norte_Amazonia
Z_0506_SUD,-19.35859,-44.95318,2024-04-12,126.5,16.4,91.9,4180.9,2444.4,20.5,12.6,organico,pastagem,alta,0,vendaval,0,BAIXO,4,outono,Sudeste_Montanhoso_Litoraneo
Z_0507_NOR,-17.80751,-40.5404,2024-12-14,60.6,23.8,49.5,159.6,240.0,3.5,15.9,rochoso,rural,baixa,0,incêndio,0,BAIXO,12,verao,Nordeste_Sertao
Z_0508_NOR,-9.96463,-38.26147,2023-08-13,1.5,33.3,10.0,32.5,528.5,24.9,23.9,rochoso,rural,media,0,incêndio,0,MÉDIO,8,inverno,Nordeste_Sertao
Z_0509_NOR,3.39949,-48.9337,2024-07-30,191.4,31.5,89.7,3927.3,260.1,11.3,55.3,organico,floresta,baixa,0,incêndio,0,BAIXO,7,inverno,Norte_Amazonia
Z_0510_NOR,-13.59244,-44.56025,2024-11-28,66.5,34.1,48.3,413.3,528.9,14.9,15.1,argiloso_seco,pastagem,alta,0,nenhum,0,MUITO BAIXO,11,primavera,Nordeste_Sertao
Z_0511_SUL,-24.72171,-57.92075,2024-07-09,96.5,17.6,50.81520547060571,2133.3,1755.2,8.3,17.0,organico,floresta,baixa,0,nenhum,0,MUITO BAIXO,7,inverno,Sul_Campos_Planalto
Z_0512_NOR,-4.54514,-58.17105,2023-03-01,395.1,36.6,78.5,3885.0,294.2,17.9,21.6,argiloso,floresta,baixa,0,incêndio,0,BAIXO,3,outono,Norte_Amazonia
Z_0513_CEN,-17.45228,-52.01608,2023-01-22,88.4,33.0,42.0,476.0,372.7,18.1,5.0,latossolo,pastagem,media,0,nenhum,0,MUITO BAIXO,1,verao,CentroOeste_Cerrado_Pantanal
Z_0514_SUD,-20.49614,-49.25131,2024-08-03,287.2,26.6,21.805219407239317,298.1,461.7,39.5,5.5,organico,urbano,alta,0,nenhum,0,MUITO BAIXO,8,inverno,Sudeste_Montanhoso_Litoraneo
Z_0515_NOR,-3.95648,-43.93022,2024-02-22,80.1,23.7,56.4,122.8,110.9,29.5,23.2,argiloso_seco,pastagem,alta,0,seca,0,BAIXO,2,verao,Nordeste_Sertao
Z_0516_NOR,-3.02991,-39.05419,2024-02-29,22.0,30.1,41.8,267.1,469.1,11.8,20.1,rochoso,pastagem,baixa,0,nenhum,0,MUITO BAIXO,2,verao,Nordeste_Sertao
Z_0517_NOR,-17.77649,-42.65607,2024-11-08,53.4,24.4,44.8,431.4,836.2,24.7,13.8,rochoso,pastagem,alta,0,nenhum,0,MUITO BAIXO,11,primavera,Nordeste_Sertao
Z_0518_NOR,-10.44746,-45.79146,2024-12-25,46.6,31.3,23.9,365.9,785.1,21.8,12.4,rochoso,pastagem,alta,0,seca,0,BAIXO,12,verao,Nordeste_Sertao
Z_0519_SUL,-33.55365,-53.12266,2024-06-28,216.9,28.8,60.08121775285175,4830.0,132.4,14.7,2.8,arenoso_argiloso,pastagem,alta,0,inundação,0,MÉDIO,6,inverno,Sul_Campos_Planalto
Z_0520_NOR,-6.12325,-45.8719,2023-01-20,76.6,32.7,58.0,129.9,344.0,7.5,24.2,argiloso_seco,rural,media,0,incêndio,0,BAIXO,1,verao,Nordeste_Sertao
Z_0521_NOR,-6.18336,-38.45718,2024-04-17,78.4,30.3,57.3,125.5,382.9,26.7,17.3,rochoso,rural,alta,0,nenhum,0,MUITO BAIXO,4,outono,Nordeste_Sertao
Z_0522_NOR,-7.25269,-68.16595,2023-02-24,449.7,29.3,85.0,1658.8,194.8,12.1,42.7,argiloso,rural,baixa,0,nenhum,0,MUITO BAIXO,2,verao,Norte_Amazonia
Z_0523_NOR,-6.9226,-37.34134,2024-02-28,49.5,23.5,23.7,434.3,423.7,9.6,27.8,arenoso,pastagem,media,0,seca,0,BAIXO,2,verao,Nordeste_Sertao
Z_0524_NOR,-8.19281,-43.99761,2023-11-21,12.3,33.7,68.0,417.0,905.6,17.9,14.7,arenoso,pastagem,alta,0,nenhum,0,MUITO BAIXO,11,primavera,Nordeste_Sertao
Z_0525_NOR,-5.98926,-44.79956,2024-08-10,25.6,34.8,11.772101113406665,163.0,660.1,13.6,6.0,rochoso,rural,baixa,0,incêndio,1,MÉDIO,8,inverno,Nordeste_Sertao
Z_0526_NOR,-2.79968,-54.47387,2024-03-17,446.0,23.0,82.5,2793.0,46.2,19.3,62.2,argiloso,rural,media,0,vendaval,0,BAIXO,3,outono,Norte_Amazonia
Z_0527_NOR,-12.56334,-39.06493,2023-07-12,16.8,31.6,27.0,291.8,120.7,17.2,13.7,argiloso_seco,pastagem,baixa,0,seca,1,MÉDIO,7,inverno,Nordeste_Sertao
Z_0528_NOR,-8.22996,-38.46026,2024-09-19,97.7,30.7,56.5,370.3,863.9,16.2,18.0,rochoso,pastagem,alta,0,nenhum,0,MUITO BAIXO,9,primavera,Nordeste_Sertao
Z_0529_NOR,-1.55215,-69.03474,2023-07-26,353.8,27.7,74.5,2264.0,55.4,6.6,78.8,arenoso,floresta,baixa,0,inundação,1,MÉDIO,7,inverno,Norte_Amazonia
Z_0530_NOR,-5.41689,-49.33578,2023-05-30,294.9,31.9,86.7,3317.3,193.0,0.3,41.2,arenoso,urbano,alta,0,vendaval,0,BAIXO,5,outono,Norte_Amazonia
Z_0531_CEN,-17.4661,-50.29064,2024-07-15,40.2,32.0,24.026478644416954,92.8,53.1,21.8,8.6,arenoso,rural,media,0,nenhum,0,MUITO BAIXO,7,inverno,CentroOeste_Cerrado_Pantanal
Z_0532_NOR,-9.36506,-45.9952,2023-01-17,30.8,22.5,57.5,288.6,790.5,23.6,13.9,argiloso_seco,pastagem,media,0,nenhum,0,MUITO BAIXO,1,verao,Nordeste_Sertao
Z_0533_SUL,-29.00601,-49.37548,2023-11-12,109.4,23.6,81.3,707.6,1641.3,21.7,8.3,argiloso,rural,alta,0,seca,0,BAIXO,11,primavera,Sul_Campos_Planalto
Z_0534_NOR,-8.67321,-65.3137,2023-08-25,429.4,34.2,85.8,3053.4,311.4,14.2,47.1,argiloso,rural,baixa,0,nenhum,0,MUITO BAIXO,8,inverno,Norte_Amazonia
Z_0535_NOR,2.46206,-57.90116,2023-07-18,365.8,37.2,75.0,1999.7,451.2,13.2,0.7,arenoso,floresta,media,0,nenhum,0,MUITO BAIXO,7,inverno,Norte_Amazonia
Z_0536_NOR,4.50855,-59.33696,2023-11-23,222.3,36.3,82.9,921.5,265.0,13.9,71.7,arenoso,area_umida,baixa,0,inundação,0,MÉDIO,11,primavera,Norte_Amazonia
Z_0537_SUL,-26.97669,-49.39169,2024-06-20,103.5,15.8,23.94762078664011,1585.0,1732.5,36.7,29.7,organico,rural,baixa,0,vendaval,0,BAIXO,6,inverno,Sul_Campos_Planalto
Z_0538_NOR,-10.59324,-37.99881,2024-08-19,23.7,27.5,27.737424323081378,466.5,723.1,27.2,23.7,arenoso,pastagem,baixa,0,nenhum,0,MUITO BAIXO,8,inverno,Nordeste_Sertao
Z_0539_NOR,-4.27439,-40.72505,2024-01-17,55.2,40.1,39.9,106.2,258.7,12.3,27.7,rochoso,pastagem,alta,0,incêndio,0,BAIXO,1,verao,Nordeste_Sertao
Z_0540_NOR,-15.59445,-42.98901,2023-03-30,90.1,23.3,57.8,295.3,227.1,6.2,16.9,argiloso_seco,rural,media,0,incêndio,0,BAIXO,3,outono,Nordeste_Sertao
Z_0541_CEN,-8.00641,-45.54505,2024-12-09,68.7,29.7,72.2,217.4,715.1,20.0,11.1,latossolo,rural,alta,0,incêndio,0,BAIXO,12,verao,CentroOeste_Cerrado_Pantanal
Z_0542_NOR,4.63536,-68.27434,2024-01-08,370.8,28.9,90.1,1862.5,10.0,18.7,75.1,organico,area_umida,baixa,0,vendaval,0,BAIXO,1,verao,Norte_Amazonia
Z_0543_SUL,-25.60237,-51.53542,2023-06-30,172.8,11.6,54.797443252774244,4274.5,1.7,21.9,11.0,argiloso,pastagem,baixa,0,vendaval,0,BAIXO,6,inverno,Sul_Campos_Planalto
Z_0544_CEN,-5.85196,-46.71301,2023-12-26,77.3,30.7,84.4,22.7,776.8,15.5,18.6,arenoso,pastagem,alta,0,incêndio,0,BAIXO,12,verao,CentroOeste_Cerrado_Pantanal
Z_0545_NOR,-8.39022,-43.08514,2024-10-12,56.0,36.6,42.9,396.2,203.2,6.3,1.9,rochoso,pastagem,alta,0,nenhum,0,MUITO BAIXO,10,primavera,Nordeste_Sertao
Z_0546_SUL,-24.4232,-57.64804,2023-05-08,241.4,9.7,88.1,931.1,273.8,21.3,6.2,arenoso_argiloso,urbano,alta,1,nenhum,0,MUITO BAIXO,5,outono,Sul_Campos_Planalto
Z_0547_NOR,-6.14982,-50.49842,2023-04-04,318.6,34.6,83.4,2005.2,384.6,11.5,34.6,argiloso,rural,baixa,0,incêndio,0,BAIXO,4,outono,Norte_Amazonia
Z_0548_CEN,-13.13657,-50.77739,2023-06-27,1.9,28.9,65.8370595838715,11.2,885.9,7.0,25.5,arenoso,rural,media,0,incêndio,0,BAIXO,6,inverno,CentroOeste_Cerrado_Pantanal
Z_0549_CEN,-13.59724,-52.85898,2023-01-13,142.7,20.3,83.4,497.0,462.3,10.4,26.2,latossolo,pastagem,alta,0,nenhum,0,MUITO BAIXO,1,verao,CentroOeste_Cerrado_Pantanal
Z_0550_SUL,-29.22315,-48.26403,2023-08-24,88.5,9.6,57.94683052437756,3650.9,715.8,3.8,10.2,arenoso_argiloso,urbano,alta,0,vendaval,0,BAIXO,8,inverno,Sul_Campos_Planalto
Z_0551_SUD,-22.52591,-47.36899,2024-11-17,296.5,26.3,71.8,1083.4,1008.1,25.4,3.9,argiloso,floresta,baixa,0,deslizamento,0,MÉDIO,11,primavera,Sudeste_Montanhoso_Litoraneo
Z_0552_NOR,-8.83131,-68.10376,2024-09-04,374.6,26.3,92.9,3281.4,6.5,0.4,63.2,arenoso,urbano,alta,0,inundação,0,MÉDIO,9,primavera,Norte_Amazonia
Z_0553_NOR,-4.3478,-61.1458,2024-06-20,361.6,32.0,94.7,1591.7,94.1,11.4,9.8,argiloso,rural,media,1,inundação,0,MÉDIO,6,inverno,Norte_Amazonia
Z_0554_SUL,-24.94698,-51.93706,2024-11-07,129.2,30.5,58.2,132.6,1063.4,28.6,27.6,organico,urbano,alta,0,nenhum,0,MUITO BAIXO,11,primavera,Sul_Campos_Planalto
Z_0555_NOR,-12.15592,-39.65613,2023-07-16,5.7,31.3,30.466687972353284,304.0,348.9,1.6,10.3,argiloso_seco,rural,alta,0,seca,0,MÉDIO,7,inverno,Nordeste_Sertao
Z_0556_SUD,-24.19,-40.35984,2023-01-02,229.9,32.8,54.6,2585.3,985.7,36.0,9.7,argiloso,floresta,baixa,0,deslizamento,1,ALTO,1,verao,Sudeste_Montanhoso_Litoraneo
Z_0557_NOR,-7.75651,-68.82163,2024-04-19,389.2,28.3,99.2,4284.1,385.0,15.1,69.1,arenoso,floresta,baixa,0,nenhum,0,MUITO BAIXO,4,outono,Norte_Amazonia
Z_0558_NOR,-7.20711,-57.5776,2024-03-01,222.2,26.9,81.4,103.6,226.6,18.0,55.9,argiloso,area_umida,baixa,0,vendaval,0,BAIXO,3,outono,Norte_Amazonia
Z_0559_CEN,-12.79231,-53.70375,2024-04-28,175.8,36.9,52.6,430.9,887.8,7.9,28.4,arenoso,floresta,baixa,0,nenhum,0,MUITO BAIXO,4,outono,CentroOeste_Cerrado_Pantanal
Z_0560_CEN,-7.13393,-58.76713,2023-06-25,8.4,19.7,51.64579229159169,250.0,522.9,19.5,4.2,arenoso,rural,media,0,inundação,0,BAIXO,6,inverno,CentroOeste_Cerrado_Pantanal
Z_0561_SUD,-23.44976,-47.60839,2023-04-11,259.4,31.9,77.3,4758.2,418.9,35.0,7.1,rochoso,pastagem,alta,0,nenhum,0,MUITO BAIXO,4,outono,Sudeste_Montanhoso_Litoraneo
Z_0562_NOR,-8.27512,-38.36565,2023-10-13,76.8,38.1,61.9,328.5,997.0,16.6,16.3,rochoso,rural,baixa,0,nenhum,0,MUITO BAIXO,10,primavera,Nordeste_Sertao
Z_0563_NOR,-2.22232,-64.28791,2023-03-09,379.3,24.8,98.2,1600.1,385.7,0.3,48.8,organico,urbano,alta,0,vendaval,0,BAIXO,3,outono,Norte_Amazonia
Z_0564_SUD,-23.05981,-49.24647,2024-03-29,334.0,34.0,78.1,3767.1,976.5,13.4,4.4,organico,rural,alta,0,inundação,0,BAIXO,3,outono,Sudeste_Montanhoso_Litoraneo
Z_0565_SUD,-22.15507,-46.1847,2024-02-27,208.9,23.1,81.9,462.8,388.4,15.8,19.0,argiloso,floresta,baixa,0,nenhum,0,MUITO BAIXO,2,verao,Sudeste_Montanhoso_Litoraneo
Z_0566_SUD,-24.15046,-43.75451,2023-03-16,291.4,18.4,71.8,4243.0,56.5,47.5,25.3,rochoso,urbano,alta,0,nenhum,0,MUITO BAIXO,3,outono,Sudeste_Montanhoso_Litoraneo
Z_0567_NOR,-13.2812,-44.38216,2024-07-19,20.1,28.4,22.48434560629106,138.7,468.6,29.9,23.8,argiloso_seco,rural,media,0,seca,0,BAIXO,7,inverno,Nordeste_Sertao
Z_0568_NOR,-3.13184,-67.67068,2023-02-19,435.4,27.1,88.9,2548.1,346.8,14.2,24.6,argiloso,urbano,alta,0,nenhum,0,MUITO BAIXO,2,verao,Norte_Amazonia
Z_0569_SUD,-23.36061,-43.40347,2023-03-09,166.0,26.3,65.6,4175.8,137.2,39.4,15.2,organico,pastagem,baixa,0,deslizamento,0,MÉDIO,3,outono,Sudeste_Montanhoso_Litoraneo
Z_0570_SUD,-24.05222,-48.2103,2024-01-24,87.6,34.5,82.0,4153.4,2063.6,33.5,6.6,argiloso,floresta,baixa,0,deslizamento,0,BAIXO,1,verao,Sudeste_Montanhoso_Litoraneo
Z_0571_NOR,-2.12975,-53.67385,2024-10-09,173.2,30.6,75.5,3561.2,477.2,11.7,19.9,argiloso,rural,baixa,0,nenhum,0,MUITO BAIXO,10,primavera,Norte_Amazonia
Z_0572_SUD,-22.02607,-46.99783,2024-02-04,345.2,22.4,70.4,4012.0,171.0,10.9,5.9,argiloso,pastagem,baixa,0,nenhum,0,MUITO BAIXO,2,verao,Sudeste_Montanhoso_Litoraneo
Z_0573_SUL,-30.3408,-54.49601,2024-05-15,102.4,10.6,60.5,4244.9,1001.0,14.7,15.8,arenoso_argiloso,urbano,alta,0,inundação,0,BAIXO,5,outono,Sul_Campos_Planalto
Z_0574_CEN,-7.61748,-55.7857,2024-05-18,105.9,30.6,53.5,191.0,937.2,12.2,3.4,latossolo,floresta,media,1,nenhum,0,MUITO BAIXO,5,outono,CentroOeste_Cerrado_Pantanal
Z_0575_SUD,-24.86094,-42.87972,2023-06-07,287.4,30.8,51.53973823209853,2204.9,120.9,40.8,10.9,argiloso,rural,baixa,0,nenhum,0,MUITO BAIXO,6,inverno,Sudeste_Montanhoso_Litoraneo
Z_0576_SUD,-23.41916,-41.97717,2023-06-28,304.9,15.6,70.4240814201992,616.7,2771.6,19.5,22.6,rochoso,urbano,alta,0,deslizamento,0,BAIXO,6,inverno,Sudeste_Montanhoso_Litoraneo
Z_0577_NOR,-10.93985,-39.55616,2023-11-26,71.0,30.2,68.5,138.9,291.7,18.8,16.0,arenoso,pastagem,baixa,0,nenhum,0,MUITO BAIXO,11,primavera,Nordeste_Sertao
Z_0578_SUL,-23.50834,-50.13409,2024-07-01,187.8,26.9,70.12583857118511,3421.8,946.7,24.6,24.1,argiloso,floresta,baixa,0,seca,0,BAIXO,7,inverno,Sul_Campos_Planalto
Z_0579_NOR,-8.03638,-56.32372,2023-05-24,386.1,32.0,72.1,4416.6,119.5,8.0,69.3,argiloso,area_umida,baixa,0,inundação,0,MÉDIO,5,outono,Norte_Amazonia
Z_0580_SUD,-23.76923,-46.53633,2024-06-27,108.4,21.3,77.96146499344788,1893.4,64.6,49.9,2.4,organico,rural,media,0,nenhum,0,MUITO BAIXO,6,inverno,Sudeste_Montanhoso_Litoraneo
Z_0581_SUL,-28.76785,-48.73026,2023-10-24,149.7,22.4,47.1,967.9,1117.3,5.7,21.4,arenoso_argiloso,pastagem,baixa,0,nenhum,0,MUITO BAIXO,10,primavera,Sul_Campos_Planalto
Z_0582_SUD,-22.99553,-46.26119,2023-11-28,256.7,24.5,82.2,480.4,1122.0,24.4,29.1,argiloso,floresta,media,0,nenhum,0,MUITO BAIXO,11,primavera,Sudeste_Montanhoso_Litoraneo
Z_0583_SUD,-23.38233,-46.6324,2023-01-15,346.0,27.3,68.1,606.4,2385.1,46.2,0.8,organico,pastagem,alta,0,deslizamento,0,BAIXO,1,verao,Sudeste_Montanhoso_Litoraneo
Z_0584_NOR,-12.44808,-45.0721,2024-02-25,35.9,25.9,50.8,186.6,842.2,26.2,19.5,argiloso_seco,rural,baixa,1,seca,0,BAIXO,2,verao,Nordeste_Sertao
Z_0585_CEN,-5.77581,-51.22253,2023-06-18,5.6,32.3,54.386015440361945,94.4,469.8,11.7,27.4,arenoso,floresta,baixa,1,inundação,0,BAIXO,6,inverno,CentroOeste_Cerrado_Pantanal
Z_0586_SUD,-20.12235,-45.03452,2023-11-21,180.2,25.4,66.4,2493.2,2760.8,18.5,27.0,argiloso,rural,media,0,deslizamento,0,BAIXO,11,primavera,Sudeste_Montanhoso_Litoraneo
Z_0587_SUL,-32.07616,-53.99442,2023-03-17,124.5,26.0,88.9,2150.4,40.6,30.1,28.5,argiloso,urbano,alta,0,nenhum,0,MUITO BAIXO,3,outono,Sul_Campos_Planalto
Z_0588_NOR,-8.163,-49.29155,2024-10-17,215.5,33.1,70.9,3956.3,64.5,4.1,49.0,arenoso,floresta,media,0,inundação,0,MÉDIO,10,primavera,Norte_Amazonia
Z_0589_NOR,-9.91321,-65.44771,2023-11-14,388.1,34.9,77.1,405.4,139.0,10.4,23.5,organico,urbano,alta,0,nenhum,0,MUITO BAIXO,11,primavera,Norte_Amazonia
Z_0590_NOR,-14.12347,-37.66416,2023-10-03,76.8,24.3,56.1,252.9,721.3,26.5,23.7,argiloso_seco,rural,media,0,nenhum,0,MUITO BAIXO,10,primavera,Nordeste_Sertao
Z_0591_SUL,-23.1748,-54.95785,2023-03-25,119.3,16.9,60.1,791.1,498.0,21.7,6.9,arenoso_argiloso,rural,baixa,0,nenhum,0,MUITO BAIXO,3,outono,Sul_Campos_Planalto
Z_0592_SUD,-20.22993,-44.2057,2024-07-25,300.1,33.3,68.88136155333385,3090.8,694.5,30.3,17.1,rochoso,floresta,baixa,0,vendaval,0,BAIXO,7,inverno,Sudeste_Montanhoso_Litoraneo
Z_0593_NOR,-11.27078,-37.28525,2023-01-09,23.5,30.7,62.5,265.9,734.5,4.4,10.6,arenoso,pastagem,media,0,nenhum,0,MUITO BAIXO,1,verao,Nordeste_Sertao
Z_0594_NOR,-3.00046,-65.94797,2024-04-27,303.3,33.2,75.9,1491.9,320.6,5.6,52.3,arenoso,area_umida,media,0,inundação,0,MÉDIO,4,outono,Norte_Amazonia
Z_0595_NOR,-16.10894,-42.34924,2023-06-03,7.2,28.9,10.0,76.8,820.5,19.9,11.9,argiloso_seco,pastagem,alta,1,nenhum,0,MUITO BAIXO,6,inverno,Nordeste_Sertao
Z_0596_SUL,-23.19213,-48.80631,2024-02-03,227.5,12.9,74.4,2991.6,1330.1,10.9,14.6,arenoso_argiloso,pastagem,baixa,0,inundação,0,BAIXO,2,verao,Sul_Campos_Planalto
Z_0597_SUD,-18.94801,-40.65843,2023-08-16,137.5,23.8,55.43937613053074,4455.7,1503.5,22.9,24.5,argiloso,floresta,baixa,0,inundação,0,BAIXO,8,inverno,Sudeste_Montanhoso_Litoraneo
Z_0598_SUD,-19.65274,-42.86595,2023-04-10,271.3,27.9,76.2,4190.2,2694.3,12.1,25.6,organico,urbano,alta,0,inundação,0,BAIXO,4,outono,Sudeste_Montanhoso_Litoraneo
Z_0599_NOR,-2.2092,-37.86058,2023-12-26,70.6,40.0,52.3,481.8,543.8,17.4,14.2,arenoso,rural,alta,0,seca,0,BAIXO,12,verao,Nordeste_Sertao
Z_0600_NOR,-4.66287,-42.85483,2024-11-28,8.7,22.4,51.8,163.5,925.8,6.1,21.8,arenoso,pastagem,media,0,nenhum,0,MUITO BAIXO,11,primavera,Nordeste_Sertao
Z_0601_NOR,-16.37085,-39.04212,2024-01-16,67.5,33.4,41.5,30.8,803.6,3.0,6.7,arenoso,rural,baixa,0,incêndio,0,BAIXO,1,verao,Nordeste_Sertao
Z_0602_NOR,-5.11948,-52.77213,2023-12-26,332.6,32.5,96.1,717.4,440.4,17.5,66.3,argiloso,floresta,baixa,0,inundação,0,BAIXO,12,verao,Norte_Amazonia
Z_0603_NOR,0.20542,-57.14101,2023-04-27,257.5,27.9,78.1,3890.8,490.6,16.0,49.0,organico,area_umida,baixa,0,nenhum,0,MUITO BAIXO,4,outono,Norte_Amazonia
Z_0604_SUL,-33.33048,-57.60427,2024-03-10,104.7,15.1,69.2,820.3,586.5,20.1,21.8,arenoso_argiloso,rural,alta,0,inundação,0,BAIXO,3,outono,Sul_Campos_Planalto
Z_0605_NOR,-5.9654,-73.03385,2024-12-22,223.3,29.0,92.0,537.9,348.9,15.2,16.1,argiloso,floresta,baixa,1,nenhum,0,MUITO BAIXO,12,verao,Norte_Amazonia
Z_0606_NOR,-7.36897,-42.04581,2024-07-21,7.5,40.3,14.390886137248849,153.0,894.0,4.3,18.5,rochoso,rural,baixa,0,incêndio,1,ALTO,7,inverno,Nordeste_Sertao
Z_0607_CEN,-9.42704,-49.25173,2023-02-13,69.2,25.1,33.2,356.4,219.7,18.1,15.2,latossolo,rural,baixa,0,nenhum,0,MUITO BAIXO,2,verao,CentroOeste_Cerrado_Pantanal
Z_0608_NOR,0.24203,-73.86517,2023-01-16,426.8,31.3,80.7,2633.1,414.6,18.5,36.4,arenoso,area_umida,baixa,0,vendaval,0,MÉDIO,1,verao,Norte_Amazonia
Z_0609_CEN,-10.97598,-60.54343,2024-09-11,117.8,20.0,56.0,258.4,785.4,13.6,2.3,argiloso,area_umida,baixa,0,nenhum,0,MUITO BAIXO,9,primavera,CentroOeste_Cerrado_Pantanal
