report_id,timestamp,latitude,longitude,source_type,observation_type,severity_reported,num_affected_estimate,infrastructure_damage,accessibility,additional_notes,AREA_RISK_CLASSIFICATION
146,2025-05-17 05:33:04,-7.23546,-72.075158,App Usuário,Incêndio,Alta,147,Severo,Bloqueado,Maiores nulla incidunt fugiat inventore eaque sed quam magnam autem.,Risco Imediato
147,2025-05-26 19:25:18,1.200944,-58.942921,Drone,Pessoas Isoladas,Média,20,Moderado,Bloqueado,Impedit accusantium eveniet expedita delectus.,Suporte Necessário
148,2025-05-20 19:31:16,-10.740532,-42.64171,Drone,Estrutura Danificada,Crítica,2,Moderado,Bloqueado,Explicabo occaecati blanditiis alias temporibus quidem quod tenetur esse cumque.,Atenção Urgente
149,2025-06-02 18:00:23,-0.032317,-57.647558,Equipe de Campo,Alagamento,Alta,175,Severo,Difícil,Perferendis expedita impedit consectetur exercitationem quasi ducimus fugiat.,Risco Imediato
150,2025-05-15 16:01:15,-21.562185,-48.651455,App Usuário,Alagamento,Média,130,Moderado,Fácil,Ipsam repudiandae dolore debitis molestias earum natus repudiandae quis hic.,Suporte Necessário
151,2025-05-19 21:04:30,-18.413965,-54.860502,Drone,Deslizamento,Alta,120,Nenhum,Difícil,Corporis sapiente qui corrupti voluptatum nulla.,Atenção Urgente
152,2025-05-28 16:18:45,-10.856779,-38.715935,Drone,Alagamento,Média,137,Leve,Fácil,Atque vitae itaque atque soluta voluptatem sed incidunt iste vitae numquam voluptatum quo esse veritatis.,Suporte Necessário
153,2025-05-13 06:40:03,-19.750819,-44.596157,Drone,Alagamento,Média,134,Moderado,Bloqueado,Numquam doloribus similique consectetur earum quibusdam animi harum quos officia at.,Atenção Urgente
154,2025-05-05 20:09:57,-13.970149,-40.114238,Drone,Deslizamento,Alta,58,Nenhum,Difícil,Quaerat voluptates optio eveniet facere et nesciunt tempora.,Suporte Necessário
155,2025-05-20 02:22:44,-14.623742,-54.657459,Equipe de Campo,Pessoas Isoladas,Baixa,46,Severo,Difícil,Esse aspernatur optio accusantium sed accusantium amet ullam.,Suporte Necessário
156,2025-05-31 08:38:36,-0.675403,-50.024306,App Usuário,Alagamento,Crítica,28,Nenhum,Bloqueado,Quas consectetur qui expedita quae temporibus nemo.,Atenção Urgente
157,2025-05-06 09:18:39,-9.481588,-62.169598,Equipe de Campo,Alagamento,Alta,116,Leve,Fácil,Dignissimos perspiciatis facere eius molestiae id voluptates asperiores fugit quos voluptatum assumenda beatae.,Suporte Necessário
158,2025-05-07 04:55:10,-1.902272,-68.808565,App Usuário,Pessoas Isoladas,Alta,183,Leve,Bloqueado,Animi sint velit sint officia excepturi quaerat dolor numquam esse neque quasi esse.,Atenção Urgente
159,2025-05-10 16:31:43,-10.578575,-61.234025,Drone,Estrutura Danificada,Baixa,117,Severo,Difícil,Illum mollitia assumenda nobis ad maxime cum omnis quo.,Atenção Urgente
160,2025-06-01 08:58:39,-22.147403,-46.283984,Equipe de Campo,Alagamento,Média,82,Leve,Fácil,Odio porro dolor saepe temporibus.,Monitorar
161,2025-05-06 14:29:28,-1.99548,-67.131132,App Usuário,Estrutura Danificada,Média,58,Moderado,Bloqueado,Dolore sed blanditiis.,Atenção Urgente
162,2025-05-13 11:10:30,-5.605086,-64.050217,App Usuário,Incêndio,Baixa,183,Moderado,Bloqueado,Temporibus pariatur doloribus similique neque optio nemo deleniti.,Atenção Urgente
163,2025-05-30 20:09:27,-20.581095,-57.523932,Drone,Incêndio,Baixa,52,Nenhum,Bloqueado,Quae quos exercitationem reprehenderit amet iusto.,Suporte Necessário
164,2025-05-08 05:03:54,-16.472826,-48.881278,App Usuário,Deslizamento,Alta,18,Nenhum,Difícil,Assumenda possimus tenetur impedit harum voluptate repellendus.,Suporte Necessário
165,2025-05-09 02:55:47,-5.016348,-60.385443,App Usuário,Alagamento,Baixa,97,Moderado,Fácil,Rerum animi illo consectetur molestias.,Monitorar
166,2025-05-18 08:53:02,-16.135927,-58.899656,App Usuário,Deslizamento,Baixa,80,Leve,Difícil,Repellendus inventore a dolores repellat debitis provident earum modi magnam.,Monitorar
167,2025-05-23 11:21:15,-0.655233,-60.564868,App Usuário,Alagamento,Alta,12,Severo,Fácil,Accusantium nostrum vitae velit cumque quibusdam officia ipsam ad labore assumenda.,Suporte Necessário
168,2025-05-09 03:41:28,-3.919939,-58.743639,App Usuário,Estrutura Danificada,Crítica,82,Moderado,Bloqueado,Porro iste sed ratione error a neque enim nobis.,Risco Imediato
169,2025-05-25 05:30:50,-12.476409,-58.904995,App Usuário,Deslizamento,Média,100,Moderado,Bloqueado,Aliquam modi aliquid natus excepturi enim.,Atenção Urgente
170,2025-05-21 21:51:22,-14.600824,-46.417537,Drone,Incêndio,Alta,169,Leve,Bloqueado,Error dolores exercitationem sit aliquam accusamus asperiores.,Atenção Urgente
171,2025-05-10 10:28:38,-19.235855,-45.910032,Drone,Estrutura Danificada,Alta,111,Nenhum,Fácil,Omnis quaerat nesciunt reprehenderit totam nisi recusandae voluptas.,Suporte Necessário
172,2025-05-17 05:25:46,-18.792384,-40.170301,App Usuário,Deslizamento,Média,163,Moderado,Bloqueado,Molestiae eius nulla dicta in officiis ea.,Atenção Urgente
173,2025-05-19 15:09:32,-24.82935,-51.163163,App Usuário,Alagamento,Baixa,69,Moderado,Bloqueado,Aspernatur facere dolorum exercitationem ratione autem ipsa.,Suporte Necessário
174,2025-05-05 23:33:01,-3.427617,-60.557459,App Usuário,Deslizamento,Alta,49,Severo,Fácil,Magnam ut ratione aliquam consequatur sapiente sapiente eaque deserunt eius modi modi quia.,Suporte Necessário
175,2025-05-04 02:33:07,-16.695206,-45.281016,Equipe de Campo,Pessoas Isoladas,Crítica,97,Severo,Bloqueado,Alias aspernatur labore ipsa ipsum ab.,Risco Imediato
176,2025-05-19 17:27:01,-6.933454,-62.685575,Equipe de Campo,Estrutura Danificada,Baixa,37,Severo,Difícil,Natus similique autem perferendis recusandae cupiditate dolor accusantium temporibus expedita dolore fuga deleniti.,Suporte Necessário
177,2025-05-17 08:40:59,-2.281257,-55.891178,App Usuário,Incêndio,Média,45,Severo,Bloqueado,Ullam quod dolor iure expedita doloremque minima laborum temporibus.,Atenção Urgente
178,2025-05-20 07:44:27,-17.169207,-40.04825,Drone,Alagamento,Crítica,198,Nenhum,Fácil,Omnis quas necessitatibus.,Atenção Urgente
179,2025-05-11 10:02:49,-12.931313,-62.367027,App Usuário,Pessoas Isoladas,Baixa,64,Nenhum,Difícil,Ad ipsa eligendi repudiandae maxime.,Monitorar
180,2025-05-10 02:35:12,-5.30309,-53.570144,Drone,Alagamento,Alta,24,Severo,Fácil,Consectetur perferendis dolore dolorum eaque in dolore.,Suporte Necessário
181,2025-05-23 12:03:57,-13.876844,-51.058665,App Usuário,Pessoas Isoladas,Baixa,54,Leve,Fácil,Deserunt fugit harum minima dolorum voluptatum reprehenderit ea quaerat.,Monitorar
182,2025-05-14 15:14:47,-23.487716,-46.446134,Equipe de Campo,Pessoas Isoladas,Média,66,Leve,Difícil,Explicabo dolor autem odit.,Suporte Necessário
183,2025-05-13 04:46:11,-19.882678,-42.479128,App Usuário,Alagamento,Média,194,Nenhum,Difícil,Dolores cum laboriosam necessitatibus odit excepturi consequuntur accusamus enim asperiores assumenda autem nemo laudantium.,Suporte Necessário
184,2025-05-13 06:25:17,-9.658132,-45.677681,App Usuário,Estrutura Danificada,Alta,51,Moderado,Fácil,Fuga ullam sequi aspernatur eius quis voluptates.,Suporte Necessário
185,2025-05-29 07:09:18,0.034671,-67.175418,Equipe de Campo,Deslizamento,Baixa,82,Nenhum,Difícil,Quos quia eveniet dignissimos cum odio inventore excepturi rerum in.,Monitorar
186,2025-05-12 11:29:17,-0.038709,-64.708773,App Usuário,Deslizamento,Baixa,94,Leve,Fácil,Veniam sed quasi ipsum quos quis soluta ducimus culpa dolorum hic quod.,Monitorar
187,2025-05-14 10:22:05,-11.994492,-38.28745,App Usuário,Estrutura Danificada,Média,141,Severo,Bloqueado,Consectetur commodi sint accusamus fugiat reprehenderit consequuntur quo quam beatae amet ut hic.,Risco Imediato
188,2025-05-29 12:19:55,-8.845806,-52.570825,Equipe de Campo,Deslizamento,Alta,7,Nenhum,Fácil,Incidunt nam quis nihil.,Monitorar
189,2025-05-31 21:07:07,-2.386149,-60.404634,App Usuário,Estrutura Danificada,Crítica,109,Nenhum,Difícil,Reprehenderit reiciendis libero laudantium soluta mollitia quia velit eaque ipsa adipisci vel.,Atenção Urgente
190,2025-05-15 15:15:09,-7.132778,-47.315742,Equipe de Campo,Deslizamento,Crítica,108,Leve,Fácil,Saepe ex tenetur repellat vel dolor velit.,Atenção Urgente
191,2025-05-26 05:58:46,1.584713,-67.489006,Equipe de Campo,Deslizamento,Crítica,19,Moderado,Fácil,Quae beatae natus aliquid temporibus sed fugit itaque.,Suporte Necessário
192,2025-05-18 00:04:46,-28.027388,-51.411311,Equipe de Campo,Alagamento,Média,190,Moderado,Bloqueado,Sunt quasi itaque non impedit nemo.,Atenção Urgente
193,2025-05-12 17:50:34,-15.379381,-48.339793,Equipe de Campo,Incêndio,Alta,1,Severo,Difícil,Minima rem possimus iusto doloremque assumenda.,Atenção Urgente
194,2025-05-26 04:26:34,-9.705747,-60.491187,Equipe de Campo,Alagamento,Alta,190,Nenhum,Difícil,Expedita delectus suscipit ad ipsa mollitia repellendus.,Atenção Urgente
195,2025-05-20 22:39:11,-5.416321,-48.019567,Equipe de Campo,Pessoas Isoladas,Média,12,Severo,Bloqueado,Deserunt deleniti repudiandae laboriosam quidem ab reiciendis atque.,Atenção Urgente
196,2025-05-13 20:53:36,-5.373682,-55.81664,App Usuário,Alagamento,Crítica,101,Nenhum,Bloqueado,Harum officiis laboriosam quam facere dolorem ad sint quae possimus.,Risco Imediato
197,2025-05-09 04:16:41,-6.028596,-63.008471,App Usuário,Pessoas Isoladas,Alta,123,Severo,Difícil,Ullam dolores dolor et debitis unde doloribus vel nisi magni quis expedita optio accusamus eveniet est.,Risco Imediato
198,2025-05-04 10:27:02,-4.913972,-68.620116,Equipe de Campo,Deslizamento,Crítica,160,Leve,Fácil,Deleniti repellat quidem cum natus voluptatibus consectetur possimus incidunt id occaecati sed est nam minima commodi.,Atenção Urgente
199,2025-05-27 07:47:48,-3.530526,-54.70292,Drone,Incêndio,Baixa,39,Nenhum,Fácil,Occaecati similique eaque rem eligendi error perferendis ab.,Monitorar
200,2025-05-30 20:59:17,0.592806,-56.442247,App Usuário,Estrutura Danificada,Baixa,179,Severo,Fácil,Beatae harum nam dicta.,Suporte Necessário
201,2025-05-05 11:12:03,-1.573328,-58.973412,App Usuário,Deslizamento,Média,104,Leve,Bloqueado,Necessitatibus quos a.,Atenção Urgente
202,2025-05-29 05:40:24,-20.682348,-43.15616,Drone,Deslizamento,Média,4,Moderado,Fácil,Corporis velit in adipisci reprehenderit aliquam quo nobis repellendus.,Monitorar
203,2025-05-07 17:25:33,0.960798,-55.362198,App Usuário,Alagamento,Alta,37,Leve,Fácil,Voluptatum veritatis praesentium rem nam veniam officia similique.,Monitorar
204,2025-06-01 04:13:03,-5.294497,-38.053343,App Usuário,Pessoas Isoladas,Crítica,98,Moderado,Bloqueado,Incidunt adipisci at nam ex similique distinctio laborum placeat velit reiciendis.,Risco Imediato
205,2025-05-09 00:56:06,-6.850133,-42.474574,Equipe de Campo,Incêndio,Média,158,Moderado,Difícil,Voluptatibus exercitationem itaque repellat totam repellendus vero repudiandae sint.,Atenção Urgente
206,2025-05-23 16:19:47,-13.183853,-43.982279,Drone,Deslizamento,Média,79,Severo,Fácil,Temporibus sequi consequatur sapiente unde aut illum.,Suporte Necessário
207,2025-05-25 00:41:07,-8.806239,-68.513388,Drone,Estrutura Danificada,Crítica,99,Leve,Difícil,Rerum enim esse ab enim in ad.,Atenção Urgente
208,2025-05-14 16:32:55,-25.052252,-52.910257,App Usuário,Pessoas Isoladas,Baixa,20,Nenhum,Bloqueado,Inventore non eligendi dolorum exercitationem maxime blanditiis officia eos non.,Monitorar
209,2025-05-06 20:28:12,-5.517123,-72.694948,App Usuário,Estrutura Danificada,Crítica,43,Nenhum,Bloqueado,Nam nobis dolorem neque consectetur ipsa facilis magnam dignissimos.,Atenção Urgente
210,2025-05-24 16:04:59,-6.404587,-44.471551,App Usuário,Alagamento,Baixa,36,Severo,Fácil,Pariatur dolorem qui aut aspernatur consequatur excepturi quam ex.,Monitorar
211,2025-05-19 07:55:45,-21.919075,-42.064919,App Usuário,Incêndio,Alta,53,Leve,Difícil,Voluptates quas architecto possimus dicta assumenda quae enim quae quis voluptatum quasi voluptate ad culpa.,Suporte Necessário
212,2025-05-09 23:15:45,-21.607878,-56.331415,Drone,Alagamento,Média,69,Moderado,Bloqueado,Sunt illo animi nostrum ipsum eveniet eligendi accusantium quas rem eos provident.,Atenção Urgente
213,2025-05-11 17:28:14,2.585949,-50.88497,App Usuário,Alagamento,Alta,74,Moderado,Bloqueado,Molestias ipsum blanditiis in a commodi commodi beatae alias expedita voluptatum accusamus tempore.,Atenção Urgente
214,2025-05-07 02:21:23,-6.85301,-40.407663,Equipe de Campo,Incêndio,Alta,55,Moderado,Fácil,Cum vel sit maxime.,Suporte Necessário
215,2025-05-11 01:03:25,-8.354294,-35.335619,Drone,Alagamento,Baixa,69,Severo,Fácil,Officiis doloribus quia itaque nobis beatae ab cupiditate.,Suporte Necessário
216,2025-05-15 10:37:21,-22.330102,-42.902926,App Usuário,Pessoas Isoladas,Média,66,Nenhum,Bloqueado,Odit labore facere corporis eveniet numquam totam rem tempora.,Suporte Necessário
217,2025-05-25 12:22:23,-13.541223,-53.013024,Equipe de Campo,Alagamento,Alta,148,Severo,Difícil,Soluta alias quidem ea ipsa commodi quas culpa adipisci maxime provident rerum illo rerum quia.,Risco Imediato
218,2025-05-29 03:46:01,-16.172723,-43.91057,Equipe de Campo,Deslizamento,Crítica,146,Moderado,Fácil,Natus sunt ipsum numquam quisquam quasi rerum consectetur dignissimos.,Atenção Urgente
219,2025-05-28 16:22:27,-11.637294,-62.447557,App Usuário,Pessoas Isoladas,Média,3,Severo,Bloqueado,Dolore eos fuga similique.,Atenção Urgente
220,2025-05-31 05:05:45,-11.254709,-59.268463,App Usuário,Incêndio,Média,72,Nenhum,Fácil,Possimus dicta ipsum tenetur.,Monitorar
221,2025-05-27 15:51:06,-20.964659,-51.577326,Equipe de Campo,Estrutura Danificada,Média,174,Leve,Bloqueado,Architecto sed tempora omnis ipsam iure eveniet corporis.,Atenção Urgente
222,2025-05-22 12:49:01,-12.153628,-51.004414,App Usuário,Incêndio,Crítica,9,Severo,Difícil,Est aperiam assumenda sint ducimus at.,Atenção Urgente
223,2025-06-01 14:43:16,-7.682124,-51.035772,Equipe de Campo,Alagamento,Baixa,138,Severo,Fácil,Hic quam saepe qui laboriosam perspiciatis facilis.,Suporte Necessário
224,2025-05-11 05:08:47,-10.857145,-59.500773,App Usuário,Incêndio,Baixa,63,Nenhum,Bloqueado,Suscipit voluptatum enim aut numquam enim corrupti vel odio beatae temporibus eos aspernatur.,Suporte Necessário
225,2025-05-08 03:25:43,-18.890019,-44.09693,Drone,Pessoas Isoladas,Média,188,Moderado,Difícil,Nesciunt veritatis laudantium rerum et nihil voluptatum sunt asperiores officia aut quisquam.,Atenção Urgente
226,2025-05-12 13:02:58,-24.256137,-51.486029,Equipe de Campo,Incêndio,Alta,121,Severo,Difícil,Fuga ipsam architecto similique iure corrupti.,Risco Imediato
227,2025-05-15 17:46:37,-17.556252,-44.223171,App Usuário,Incêndio,Baixa,92,Nenhum,Bloqueado,Perferendis laudantium molestias ipsum in ad provident quibusdam animi nulla ad esse fugit nihil.,Suporte Necessário
228,2025-05-21 13:47:32,-1.567528,-66.635424,App Usuário,Alagamento,Baixa,173,Moderado,Bloqueado,Ratione totam cupiditate repellat maiores numquam et sed ducimus similique laudantium nostrum ullam corrupti est accusantium.,Atenção Urgente
229,2025-05-08 21:00:05,-5.633248,-59.10599,Equipe de Campo,Estrutura Danificada,Alta,40,Leve,Bloqueado,Delectus iusto sapiente voluptates excepturi laborum repudiandae cumque.,Suporte Necessário
230,2025-05-30 15:55:37,-15.27985,-46.709602,Equipe de Campo,Pessoas Isoladas,Média,59,Leve,Bloqueado,Possimus nesciunt rem architecto.,Suporte Necessário
231,2025-05-26 23:54:05,-11.048544,-50.201179,App Usuário,Incêndio,Crítica,106,Moderado,Fácil,Quis odit soluta ducimus sit ipsa aliquid.,Atenção Urgente
232,2025-05-20 18:25:59,-2.913646,-52.8493,Drone,Pessoas Isoladas,Crítica,76,Nenhum,Bloqueado,Non eligendi ab aliquam dicta recusandae assumenda ducimus quia fugiat.,Atenção Urgente
233,2025-05-22 21:59:29,0.667251,-60.813507,Drone,Incêndio,Alta,94,Leve,Bloqueado,Soluta explicabo atque itaque ratione aut.,Atenção Urgente
234,2025-05-19 06:25:49,-8.473993,-58.080703,Equipe de Campo,Incêndio,Média,105,Severo,Difícil,A quod quidem aut repellat maiores ea corporis odit voluptate blanditiis necessitatibus ad.,Atenção Urgente
235,2025-05-15 22:44:52,-10.676171,-50.488569,Equipe de Campo,Pessoas Isoladas,Alta,126,Nenhum,Bloqueado,Ad eos hic numquam quam ex.,Atenção Urgente
236,2025-05-18 19:44:20,1.233169,-64.125865,App Usuário,Incêndio,Crítica,15,Severo,Difícil,Nam in vel provident consectetur.,Atenção Urgente
237,2025-05-14 00:48:33,-15.610418,-59.712522,Equipe de Campo,Pessoas Isoladas,Média,107,Severo,Difícil,Unde soluta natus aliquid ipsam dolores at adipisci nihil commodi ducimus.,Atenção Urgente
238,2025-05-17 11:08:49,-9.529863,-47.591981,Drone,Estrutura Danificada,Alta,117,Leve,Difícil,Maxime cum distinctio perspiciatis tenetur itaque adipisci labore voluptatibus.,Atenção Urgente
239,2025-05-15 02:17:46,-6.202313,-73.124117,Equipe de Campo,Deslizamento,Média,104,Severo,Bloqueado,Officia quae minima placeat a deleniti velit excepturi tempore consequatur sed delectus sit.,Risco Imediato
240,2025-05-24 08:17:13,-20.697047,-50.433064,Drone,Alagamento,Alta,28,Moderado,Difícil,Soluta quae quae accusantium explicabo ipsam occaecati ullam veniam.,Suporte Necessário
241,2025-05-30 04:13:20,-2.630238,-55.409906,App Usuário,Pessoas Isoladas,Alta,101,Moderado,Fácil,Pariatur nesciunt accusantium nihil doloremque alias placeat incidunt eveniet accusantium officia magni.,Atenção Urgente
242,2025-05-06 15:11:20,-14.550792,-49.986704,Drone,Estrutura Danificada,Alta,80,Moderado,Difícil,Minima quas vero aliquid at harum libero.,Atenção Urgente
243,2025-05-12 15:09:04,1.867338,-54.952935,Drone,Incêndio,Crítica,83,Moderado,Difícil,Voluptatibus necessitatibus nam tempora ratione eos.,Atenção Urgente
244,2025-05-10 23:31:16,-4.870901,-61.309793,App Usuário,Deslizamento,Crítica,70,Leve,Difícil,Minus inventore accusamus eaque velit a sint.,Atenção Urgente
245,2025-05-04 17:12:04,-0.922342,-65.063135,Equipe de Campo,Alagamento,Média,176,Moderado,Bloqueado,Earum perferendis sapiente earum necessitatibus magnam explicabo officiis.,Atenção Urgente
246,2025-05-22 05:46:29,-25.551711,-52.737606,Drone,Alagamento,Alta,72,Nenhum,Fácil,Maxime sint consectetur quo eum facilis nisi dolore.,Suporte Necessário
247,2025-06-02 11:52:57,-16.324224,-52.369807,App Usuário,Deslizamento,Crítica,173,Nenhum,Bloqueado,Blanditiis alias nihil libero libero aperiam dicta quis non non porro.,Risco Imediato
248,2025-05-14 03:33:15,-15.810649,-46.771729,Equipe de Campo,Estrutura Danificada,Média,131,Moderado,Difícil,Natus repellendus dolorum consequuntur exercitationem eligendi debitis velit nesciunt.,Atenção Urgente
249,2025-05-17 06:10:09,-7.995424,-42.029125,Equipe de Campo,Deslizamento,Baixa,39,Nenhum,Fácil,Velit natus itaque optio doloremque culpa corrupti quia praesentium.,Monitorar
250,2025-05-04 14:09:07,-12.642474,-57.360594,Equipe de Campo,Incêndio,Alta,60,Moderado,Difícil,Amet esse ut minus laboriosam accusamus accusamus autem vel porro.,Atenção Urgente
251,2025-05-24 16:02:18,0.849847,-67.475096,Equipe de Campo,Estrutura Danificada,Baixa,138,Leve,Bloqueado,Perferendis similique odio corporis quasi quae ab natus aperiam.,Suporte Necessário
252,2025-05-18 13:06:28,-21.537391,-42.790809,Equipe de Campo,Estrutura Danificada,Baixa,195,Nenhum,Fácil,Nisi tempora aperiam quod voluptatibus cumque perspiciatis natus.,Monitorar
253,2025-05-20 09:21:02,-7.218121,-67.42056,Equipe de Campo,Alagamento,Média,175,Severo,Difícil,Voluptates consectetur deserunt sunt explicabo aspernatur ipsa est temporibus illo.,Atenção Urgente
254,2025-05-21 01:24:11,-9.820119,-62.125349,Equipe de Campo,Alagamento,Crítica,99,Leve,Bloqueado,Nobis non error et ipsa vero sequi quis corporis repudiandae atque fuga atque.,Atenção Urgente
255,2025-05-30 18:35:16,-20.057099,-55.571366,App Usuário,Deslizamento,Alta,143,Moderado,Bloqueado,Molestias aut nulla corrupti consectetur.,Risco Imediato
256,2025-05-07 00:50:56,-20.896075,-52.212203,App Usuário,Alagamento,Baixa,11,Leve,Difícil,Nihil rerum omnis repellat expedita vitae est minima delectus eos libero eveniet voluptatibus.,Monitorar
257,2025-05-04 02:42:22,-16.573953,-41.537823,App Usuário,Estrutura Danificada,Média,134,Nenhum,Bloqueado,Vel repudiandae tempora possimus voluptates deleniti.,Atenção Urgente
258,2025-05-24 01:28:47,-5.725228,-38.552856,App Usuário,Pessoas Isoladas,Alta,4,Leve,Fácil,Quos nam explicabo esse dicta occaecati adipisci beatae commodi eos laborum.,Monitorar
259,2025-05-15 05:15:02,-5.773514,-44.123237,Drone,Alagamento,Média,112,Nenhum,Difícil,Eaque molestiae iusto animi mollitia ea quod ex illo.,Suporte Necessário
260,2025-05-22 11:56:13,-21.7629,-52.043044,Equipe de Campo,Pessoas Isoladas,Baixa,153,Leve,Fácil,Architecto dolorem iusto quas suscipit ullam dolorum quis ea cupiditate laborum.,Monitorar
261,2025-05-10 22:38:24,-3.959962,-47.189876,Equipe de Campo,Incêndio,Média,159,Leve,Difícil,Ad animi corrupti dolor in vero magnam.,Suporte Necessário
262,2025-05-21 20:27:34,-5.44313,-54.955932,Equipe de Campo,Deslizamento,Alta,122,Severo,Fácil,Odit quo temporibus nemo molestias tempore expedita nobis vitae eligendi reiciendis commodi.,Atenção Urgente
263,2025-05-31 11:49:17,-10.733099,-40.712206,Drone,Pessoas Isoladas,Crítica,183,Moderado,Bloqueado,Recusandae provident eligendi molestias voluptates.,Risco Imediato
264,2025-05-18 19:47:57,-8.853307,-59.130669,App Usuário,Alagamento,Média,156,Nenhum,Difícil,Perspiciatis rerum possimus nostrum in ipsa quod.,Suporte Necessário
265,2025-05-14 10:47:58,-3.679249,-68.682854,App Usuário,Deslizamento,Crítica,143,Moderado,Difícil,Voluptas id voluptate autem voluptates iusto facilis.,Risco Imediato
266,2025-05-23 15:03:43,-9.069334,-58.09217,Equipe de Campo,Alagamento,Média,24,Nenhum,Fácil,Tempora aspernatur repudiandae velit modi facere est odio dolorem a porro neque perferendis natus dicta.,Monitorar
267,2025-05-12 16:23:36,-17.106802,-49.543338,App Usuário,Deslizamento,Crítica,197,Moderado,Fácil,Placeat nesciunt reiciendis officiis soluta accusantium.,Atenção Urgente
268,2025-05-04 06:46:09,-13.387316,-46.595945,Equipe de Campo,Deslizamento,Baixa,3,Leve,Fácil,Ratione harum accusamus omnis aliquam odit rerum eligendi incidunt quo quis quidem occaecati accusamus.,Monitorar
269,2025-05-11 22:59:41,-6.190086,-42.040832,App Usuário,Estrutura Danificada,Média,86,Severo,Difícil,Mollitia quas odio laboriosam doloribus soluta.,Atenção Urgente
270,2025-05-23 17:44:07,-5.430964,-44.432598,Equipe de Campo,Deslizamento,Baixa,198,Leve,Difícil,Porro ipsa non earum voluptate animi nam mollitia est.,Suporte Necessário
271,2025-05-08 01:29:29,-0.801017,-51.187842,Equipe de Campo,Alagamento,Alta,63,Nenhum,Difícil,Provident aliquam nisi quo.,Suporte Necessário
272,2025-05-04 03:30:38,-3.648849,-42.968971,Equipe de Campo,Alagamento,Baixa,116,Leve,Difícil,Natus saepe excepturi cupiditate ullam.,Suporte Necessário
273,2025-05-12 15:57:37,-7.668872,-67.095723,App Usuário,Alagamento,Média,44,Severo,Bloqueado,Voluptas exercitationem minus quos doloribus delectus facilis.,Atenção Urgente
274,2025-05-28 06:51:55,-6.042088,-47.036937,Drone,Pessoas Isoladas,Alta,21,Moderado,Bloqueado,Corporis vel vero ipsam optio recusandae.,Atenção Urgente
275,2025-05-04 11:01:53,-5.541938,-70.2602,Equipe de Campo,Deslizamento,Média,122,Severo,Fácil,Laborum explicabo laudantium illo recusandae dolore earum beatae.,Atenção Urgente
276,2025-05-26 00:01:51,-17.357082,-51.70126,App Usuário,Alagamento,Baixa,114,Severo,Fácil,Qui placeat eum quibusdam porro nulla.,Suporte Necessário
277,2025-05-24 14:31:35,-11.793884,-63.629187,Drone,Pessoas Isoladas,Crítica,190,Moderado,Difícil,Aliquam ipsum vel dolorem laborum nam commodi accusantium temporibus voluptas totam nesciunt nobis corrupti tempora ex.,Risco Imediato
278,2025-05-31 20:36:10,-19.285793,-47.85071,Equipe de Campo,Deslizamento,Crítica,172,Moderado,Fácil,Ipsam ipsum voluptatem quia delectus ipsa suscipit possimus sunt nisi ex.,Atenção Urgente
279,2025-05-06 06:14:03,-14.015287,-57.439435,App Usuário,Deslizamento,Baixa,105,Moderado,Bloqueado,Aperiam nostrum assumenda exercitationem in mollitia unde odio quia.,Atenção Urgente
280,2025-05-08 12:32:03,-4.036612,-69.548153,Equipe de Campo,Pessoas Isoladas,Crítica,155,Nenhum,Difícil,Provident libero cum at tempora voluptate ipsum voluptatem odio incidunt.,Atenção Urgente
281,2025-05-24 18:12:22,0.249817,-62.307058,App Usuário,Estrutura Danificada,Alta,108,Nenhum,Difícil,Porro tempore voluptatum numquam facilis.,Atenção Urgente
282,2025-05-19 04:35:24,-18.301384,-40.045247,App Usuário,Incêndio,Alta,131,Severo,Difícil,Pariatur eos nostrum vitae harum hic in ullam.,Risco Imediato
283,2025-05-23 15:31:46,-29.072871,-50.015286,App Usuário,Pessoas Isoladas,Média,32,Leve,Fácil,Voluptates mollitia temporibus vitae eaque delectus.,Monitorar
284,2025-05-14 07:09:34,-6.16586,-35.137481,Drone,Pessoas Isoladas,Baixa,95,Nenhum,Fácil,Id iste magni error ex totam.,Monitorar
285,2025-05-26 18:15:03,-21.572385,-42.734775,Drone,Pessoas Isoladas,Média,65,Nenhum,Fácil,Itaque inventore quas odit excepturi quibusdam quas saepe.,Monitorar
286,2025-05-15 07:09:03,-5.003017,-50.12426,Equipe de Campo,Deslizamento,Alta,199,Moderado,Fácil,Itaque est natus id blanditiis incidunt et ab.,Atenção Urgente
287,2025-05-08 22:45:15,-2.237085,-56.993642,Drone,Estrutura Danificada,Alta,48,Severo,Fácil,Iste corporis ducimus accusamus cupiditate odit.,Suporte Necessário
288,2025-05-10 00:49:01,-6.272131,-55.716463,Equipe de Campo,Pessoas Isoladas,Alta,52,Severo,Fácil,Nostrum cum aliquid optio iure.,Atenção Urgente
289,2025-05-23 09:51:37,-15.241711,-53.411798,App Usuário,Incêndio,Baixa,18,Leve,Difícil,Aut maiores inventore eos in inventore explicabo ut neque facere placeat.,Monitorar
290,2025-05-23 23:43:19,-17.52639,-50.232887,App Usuário,Incêndio,Baixa,98,Severo,Difícil,Fugiat atque doloribus possimus officia doloremque voluptate repellat.,Suporte Necessário
291,2025-05-26 21:05:22,-1.071774,-54.677222,App Usuário,Pessoas Isoladas,Crítica,14,Leve,Difícil,Repellat suscipit voluptate optio eligendi deleniti.,Suporte Necessário
